# en	cn	en_ids	support	prec	level
Heishou Mutation [Mao] / Mao Branch Adept	黑兽化【卯】/卯 魁首	1	1	1.000	ok
Rupture-breathing Resolve [破吸自桓]	破吸自桓	1	1	1.000	ok
Lingering Resolve [餘桓]	余桓	1	1	1.000	ok
Whispers of the Betrayed Knight	受叛骑士之私语	1	1	1.000	ok
Break, Tear, and Pierce	摧毁、撕裂、刺穿	1	1	1.000	ok
Golden Time - Microcavity	黄金时间-共振	1	1	1.000	ok
Expeditious Execution of Official Duties	迅速执行公务	1	1	1.000	ok
Please be traceless in your deeds.	行事勿留把柄，扫清痕迹。	1	1	1.000	ok
The Steed's Houndlike Loyalty [狗馬之心]	犬马之心	1	1	1.000	ok
Obsidian Exoskeleton Shall Rend and Protect My Flesh	裂肉而生之玄甲，守护我身	1	1	1.000	ok
Let me show everyone something very interesting	给你们都看点有趣的	1	1	1.000	ok
Snipe - Archery	狙击-弓	1	1	1.000	ok
One day I'll wear me Armour for Cancelled Trains	“总有一天我会穿上停运列车清理用装甲的”	1	1	1.000	ok
Responsibility of a Former Prince	曾为王子的责任	1	1	1.000	ok
Lament of the Lost Sheep [亡羊之嘆]	亡羊之叹	1	1	1.000	ok
Unlock / Effloresced E.G.O::Procuration	解放/绽放E.G.O::代行	1	1	1.000	ok
The Great Magicked Beeper Knoweth My Desire!	魔法哔哔大人果真明白吾之心愿呢！	1	1	1.000	ok
This, too, is the Grace of the Great Magicked Beeper!	此亦为魔法哔哔大人之恩惠吧	1	1	1.000	ok
Hey, Are Ya Into Fixers, Too?	你…也喜欢收尾人吗？	1	1	1.000	ok
Were There More Lives to be Saved?	还有需要拯救的生命吗	1	1	1.000	ok
The Oracle's Proxy / Unlock	神谕代行者/解放	1	1	1.000	ok
E.G.O Alteration / Spore Round	E.G.O变调/孢子弹	1	1	1.000	ok
Needs a Rougher Touch for this Part...!	这里稍微狂野一点…！	1	1	1.000	ok
Nice and Slow, Don't Let It Break...	轻轻地，不要把它弄坏…	1	1	1.000	ok
The Master's Tutelage [師事]	师事	1	1	1.000	ok
Book of Vengeance - The House of Spiders Special Clause	复仇账簿-蜘蛛巢特别条款	1	1	1.000	ok
Smell of Blood and Fire	血与火的气息	1	1	1.000	ok
Saikai [再会] - The Middle	再会-中指	1	1	1.000	ok
Someone Mess With the Family?	谁对我的家人动手了	1	1	1.000	ok
Cut Down What Must Be Felled	斩而杀之，仅此而已	3	1	0.333	suspect
I'll Melt Open the Way Out	退路我就先熔掉咯	1	1	1.000	ok
Receiving Arts 9: Binding	迎客之道第9式 捆缚	1	1	1.000	ok
I'll Cut You First!	从你开始切吧！	1	1	1.000	ok
The Enthralling Tales, the Beating Passion	侧耳倾听的故事与激荡的心情	1	1	1.000	ok
If we can be freed from this excruciating sickness	若能摆脱这可怖的疾病	1	1	1.000	ok
Can I go on an adventure, too?	我也能去冒险吗	1	1	1.000	ok
But I have my Father and my Family whom I cannot abandon	但我有亲族、有家人，不能视而不见	1	1	1.000	ok
This Explosive Insanity!	像疯了一样爆炸！	1	1	1.000	ok
Fix Core HP to 1	本体的体力维持为1	1	1	1.000	ok
La Manchaland, Abandoned and Festering	被遗弃而溃烂的拉·曼却领	1	1	1.000	ok
The Eternal Cycle of Windmills, Wheels, and Us	永远转动的风车，大摩天轮，以及我们	1	1	1.000	ok
Here we go... another lap.	再次…再次旋转…	1	1	1.000	ok
Broken Fragment of a Futile, Naive Dream	空虚而安逸之梦的碎片	1	1	1.000	ok
A Selfish Wish at the Expense of the Family	牺牲了家族的自私愿望	1	1	1.000	ok
I never should've dreamed this irresponsible dream	不可奢求的那不负责任的梦	1	1	1.000	ok
Deteriorate (削貶)	削贬	1	1	1.000	ok
This is where your path ends	你的道就到此为止了吗	1	1	1.000	ok
Shin (心) Radiance	心之焕发	1	1	1.000	ok
Bolus of... Immortality?	不老不死之丸？	1	1	1.000	ok
I'VE NEVER FELT BETTER!	感觉最棒了！	1	1	1.000	ok
MY REVENGEANCE HAS JUST BEGUN!	余的复仇开始啦！	2	1	0.500	suspect
Master of the Deathrite Monks	役使咒杀僧之人	1	1	1.000	ok
Dammit... Take them out!	妈的…处理掉那些家伙！	1	1	1.000	ok
Ugh... these damn engravings...!	呃…那该死的纹样…！	1	1	1.000	ok
Your shabby weapons are incomparable to mine	跟你那破烂武器不在一个次元	1	1	1.000	ok
Is that all you've got?	就这点能耐？	1	1	1.000	ok
Jin Gang, Unbreakable Diamond	金刚不坏	1	1	1.000	ok
My Little Brother's Hand I Let Slip	未能握住的弟弟之手	1	1	1.000	ok
The Cost of Fell Bullets	凶弹的代价	1	1	1.000	ok
A new era is upon us, my dear fellow.	友人啊，新时代即将到来。	1	1	1.000	ok
Please, dedicate yourself for the new ideal.	请为崭新的理想献身吧。	1	1	1.000	ok
Golden Bough Assimilation - Malattunement	金枝同化-未感应	1	1	1.000	ok
Forbidden Pill of Hongyuan - Completed Heixian Bolus [全黑仙丸]	鸿园禁药-全黑仙丸	1	1	1.000	ok
Golden Bough Assimilation - Distortion	金枝同化-扭曲	1	1	1.000	ok
Rot and Decay in the Husk of Gold and Jade [金玉其外 敗絮其中]	金玉其外 败絮其中	1	1	1.000	ok
Witness Me, O Revered Xianren!	仙人啊，请看吧！	1	1	1.000	ok
Duties of the Precious Jade	宝玉的本分	1	1	1.000	ok
Refute the Evil; Restore Justice [破邪顯正]	破邪显正	1	1	1.000	ok
O The Supreme Xianren of Immortality	至高无上的不死仙人	1	1	1.000	ok
Let us be eternally free from aging and death	永生永世的不老不死	1	1	1.000	ok
Deeper in the World of Bristly	变得愈加蓬乱的头发	1	1	1.000	ok
I CAN'T BAG THE GIFTS!!	礼物塞不下啦！！	1	1	1.000	ok
Palermitan Rapier / The Cleaving Blade	巴勒莫剑/切斩刀	1	1	1.000	ok
A Textbook with a Singular Purpose	只为一个目的制作的教材	1	1	1.000	ok
Searching Arm - Partial Deterrence Release	寻找着某物的手臂-抑制力部分解除	1	1	1.000	ok
Ebony Queen - Partial Deterrence Release	黑檀女王-抑制力部分解除	1	1	1.000	ok
Increased Aggression - Partial Deterrence Release	攻击性强化-抑制力部分解除	1	1	1.000	ok
Lacerating Afterimages from Myriad Moments	从多重时间斩来的残像	1	1	1.000	ok
'I Shall Give You Some Quarter'	“适当应付一下吧”	1	1	1.000	ok
Living Nerves - Partial Deterrence Release	鲜活的神经-抑制力部分解除	1	1	1.000	ok
Flaming Wings - Partial Deterrence Release	燃烧的双翼-抑制力部分解除	1	1	1.000	ok
Artwork Pleasing to the Senses	令人满意的艺术	1	1	1.000	ok
The Pulse and Beat of Corpus-turned-Ingredient	作为材料的肉体的搏动	1	1	1.000	ok
Whoa... That looks mad dangerous!	呜哇…好像超不妙的？	1	1	1.000	ok
Healthy Corpus Leads to Healthy Ingredient	优良的素材来自于优良的肉体	1	1	1.000	ok
Former Heishou - Wu Adept	原黑兽 - 午 魁首	1	1	1.000	ok
I will trample... and crush you to mulch	践踏…直至将你们踏作齑粉	1	1	1.000	ok
Soul Lost in Daylight (魂飛中天)	魂飞中天	1	1	1.000	ok
Intrepid trespasser...!	竟敢前来此处，你们当这里是什么地方…！	1	1	1.000	ok
I've got nothing to fear with a bottle of wine by my side	与酒偕行，心无所畏	1	1	1.000	ok
River of Blooddrops (血滴成河)	血滴成河	1	1	1.000	ok
It's going to be so much fun, hmm?	不觉得很有趣吗？	1	1	1.000	ok
Kkomi's not a Piñata	就算打可米也不会爆出糖的	1	1	1.000	ok
Roar of the Rogue Waves	激潮的咆哮	1	1	1.000	ok
Take Theirs First!	拿走那家伙的时间！	1	1	1.000	ok
Passive for the Arm Part	手臂部位被动	1	1	1.000	ok
The Sword Points Toward Those Who Could Not be Protected	剑锋所指乃是所有未能守护之人	1	1	1.000	ok
I'll Just Have to Force-feed You!	直接塞进嘴里！	2	1	0.500	suspect
Let's All Cook Together!	大家一起来做菜吧	1	1	1.000	ok
An Apple’s Twilight	苹果的黄金期	1	1	1.000	ok
Booze Makes You Hicc!	醉意令人打嗝！	1	1	1.000	ok
Stimulating Smell, Isn't It?	香气四溢吧？	1	1	1.000	ok
To be Drenched in Blood	以血浸染	1	1	1.000	ok
Ooh, Dear Master...	啊啊，主人…	1	1	1.000	ok
You Must Be the Interloper's Family?	你也是不速之客吗？	1	1	1.000	ok
Eclosion - Life That Was	羽化-前生	1	1	1.000	ok
Eclosion - Life That Is	羽化-今生	1	1	1.000	ok
Kṣaṇa of Circumvolution	刹那之一巡	3	1	0.333	suspect
Eclosion - Life That Will Be	羽化-来生	1	1	1.000	ok
Erumpent Flower-burying Efflorescence [梅花滿開]	梅花盛开	1	1	1.000	ok
One Last Radiance [回光返照]	回光返照	1	1	1.000	ok
Let's Play Tag! Here I Go!	鬼抓人开始咯	1	1	1.000	ok
Will You Play? Will You Play? Will You Play?	来玩吗？来玩吗？来玩吗？	1	1	1.000	ok
The Past - Segmentation [分節]	过去-分节	1	1	1.000	ok
The Past - Origination [緣起]	过去-缘起	1	1	1.000	ok
The Present - Segmentation [分節]	现在-分节	1	1	1.000	ok
The Present - Origination [緣起]	现在-缘起	1	1	1.000	ok
The Future - Segmentation [分節]	未来-分节	1	1	1.000	ok
The Future - Origination [緣起]	未来-缘起	1	1	1.000	ok
How to Prepare for War	备战之法	1	1	1.000	ok
My Bestie and a Rival	最佳拍档兼宿敌	1	1	1.000	ok
Like a Moth to a Flame	如同飞蛾扑火	1	1	1.000	ok
Its Eyes Have Watched Over the Entire Black Forest	其目一直注视着整个黑森林	1	1	1.000	ok
The Wasp of the Distortion Detective Office	扭曲侦探事务所的胡蜂	1	1	1.000	ok
Detecti—I mean, Team Leader! We've Got Your Back!	侦探…！不…队长，请相信我们！	1	1	1.000	ok
Effloresced E.G.O::Lavacrum Sanguinis	绽放E.G.O::血之洗礼	1	1	1.000	ok
Special Airborne Operations Force - Abraxas Chariot	空降特战部队-阿布拉克萨斯战车	1	1	1.000	ok
Power of Love and Justice	爱与正义之力	1	1	1.000	ok
Bursting Strike, Breathing Siphon	破伤吸还	1	1	1.000	ok
To the Front Lines!!	前往前线！！	1	1	1.000	ok
No... Get Away From Me!	停下…别过来！	1	1	1.000	ok
What Are You Doing?!	你在搞什么？	6	1	0.167	suspect
In the World of Bristly	变得蓬乱的头发	2	1	0.500	suspect
I Will... Do My Best	我会…尽我所能	1	1	1.000	ok
Apologies... Mistress!	万分抱歉…夫人！	1	1	1.000	ok
Insolent Fool!	何等失礼！	2	1	0.500	suspect
Will You Witness Me, Mistress?!	夫人，您在看吗？！	1	1	1.000	ok
A Single Point of Art	艺术的一点	1	1	1.000	ok
Body Augment - Phys. Boost	肉体强化手术-肉体增强	1	1	1.000	ok
Body Augment - Cooldown	肉体强化手术-冷却	1	1	1.000	ok
This Time, I Win...!	这次我赢了…！	1	1	1.000	ok
Dead Rabbits Boss?	死兔帮 老大？	1	1	1.000	ok
Bod... ...st	肉体…增强	1	1	1.000	ok
...erding	逐…	1	1	1.000	ok
An Encounter of Moderate Difficulty	不会无聊的战斗	1	1	1.000	ok
Target - Jia Baoyu	目标-贾宝玉	1	1	1.000	ok
Well, well... Hic. This won't do	哎呀，哎呀…嗝，这可不行	1	1	1.000	ok
Shi(史) Family Charge Circuitry	史家制充能回路	1	1	1.000	ok
Experiment Goal - Maturation	实验目标-成长	1	1	1.000	ok
Experiment Goal - Germination	实验目标-发芽	1	1	1.000	ok
Experiment Goal - Blossom	实验目标-绽放	1	1	1.000	ok
Esecuzione della Regola - Preparation Stage	执行纪律-准备阶段	1	1	1.000	ok
Esecuzione della Regola - Crush the Lower Jaw	执行纪律-下颌碎骨	1	1	1.000	ok
Fresh Human-omes!	新鲜的人类诺姆	1	1	1.000	ok
If I lend my ear to the inner self...	倾听内在的自我…	1	1	1.000	ok
Intense Primary Color - Rouge	强烈原色-红色	1	1	1.000	ok
Intense Primary Color - Bleu	强烈原色-蓝色	1	1	1.000	ok
Le Fauvisme - Masque de Chèvre-Hibou	野兽派-山羊·枭面	1	1	1.000	ok
Meat Gear: Enhance	血肉齿轮-强化	1	1	1.000	ok
Thought Gear: Delay	思想齿轮-延迟	1	1	1.000	ok
Thought Gear: Risk	思想齿轮-危险	1	1	1.000	ok
Not Me Boys!	小崽子们！	1	1	1.000	ok
Caution: Unsteady	注意摇晃	2	1	0.500	suspect
Caution: Delicate	注意损伤	1	1	1.000	ok
All Identities heal {0}% HP	全体人格恢复{0}%体力	1	1	1.000	noise
Revive an Identity with fully healed HP	1名已阵亡人格的体力完全恢复	1	1	1.000	ok
First Stop: Contact	首站：遭遇	4	1	0.250	noise
Station #2: Restoration	第2站：复原	4	1	0.250	suspect
Station #3: Sinkage	第3站：沉沦	4	1	0.250	suspect
Station #4: Reunion	第4站：再会	4	1	0.250	suspect
Station #5: Insulation	第5站：绝缘	4	1	0.250	suspect
Station #6: Pickup	第6站：选拔	4	1	0.250	suspect
Station #7: Headlessness	第7站：无首	4	1	0.250	suspect
Station #8: Existence	第8站：存在	4	1	0.250	suspect
Station #9: Serum	第9站：血清	4	1	0.250	suspect
Station #10: Forked Tongue	第10站：岔舌	4	1	0.250	suspect
Station #11: Energization	第11站：导电	4	1	0.250	suspect
Station #12: Purity	第12站：纯粹	4	1	0.250	suspect
Last Stop: Non-self	终点站：无我	4	1	0.250	noise
First Stop: Curse	起点站：诅咒	2	1	0.500	noise
Station #2: Servitude	第2站：奴役	2	1	0.500	suspect
Station #3: Rainfall	第3站：落雨	2	1	0.500	suspect
Station #5: The Lure	第5站：引诱	2	1	0.500	suspect
Station #6: Exploitation	第6站：榨取	2	1	0.500	suspect
Station #8: Cycle	第8站：巡回	2	1	0.500	suspect
First Stop: Cogwheel	首站：齿轮	2	1	0.500	noise
Station #2: Waves	第2站：波浪	2	1	0.500	suspect
Station #3: Nostalgia	第3站：乡愁	2	1	0.500	suspect
Station #5: Drudgery	第5站：苦行	2	1	0.500	suspect
Station #6: Truth	第6站：真理	2	1	0.500	suspect
Station #7: Eclosion	第7站：羽化	2	1	0.500	suspect
Station #9: Pallidification	第9站：白化	2	1	0.500	suspect
Station #10: Brainwash	第10站：洗脑	2	1	0.500	suspect
Station #11: Gaslight	第11站：汽灯	2	1	0.500	suspect
Station #12: Interlude	第12站：幕间	2	1	0.500	suspect
Terminus: Spiral	终点站：螺旋	1	1	1.000	ok
Line {0}	{0}号线	1	1	1.000	ok
Traveling: {0}	行进线路：{0}	1	1	1.000	ok
What Line will you travel?	您想选择哪条线路？	1	1	1.000	ok
Refraction Railway {0}	折射轨道 {0}	1	1	1.000	ok
Rank #{0}	排名 #{0}	1	1	1.000	ok
{0}-{1} In Progress	{0}正在前往第{1}站	1	1	1.000	ok
(Complete before {0})	（{0}为止完成上述获取条件）	1	1	1.000	ok
(Unobtainable past {0} total turns)	（总计回合数超过{0}时不可获取）	1	1	1.000	ok
The travelogue is currently empty.	暂无记录。	1	1	1.000	ok
Would you like to disembark from the Refraction Railway?	是否终止挑战折射轨道？	1	1	1.000	ok
Clear Turn Count by Section	各区段通关回合数	1	1	1.000	ok
- Identities : Uptie Tier 4, Level 55 (Level Cap: 55)	- 人格：同步4阶段，55级（最高等级上限：55）	1	1	1.000	ok
Obtain by clearing Line 1 BokGak under 120 total turns.	通关1号线复刻且总计回合数不超过120后可获得。	1	1	1.000	ok
Cycle {0} Completed	第{0}巡回 已完成	1	1	1.000	ok
Cycle Count :	目前巡回数：	1	1	1.000	ok
Buff Name 1 (Dummy)	BUFF名称1（dummy）	1	1	1.000	ok
Buff Name 2 (Dummy)	BUFF名称2（dummy）	1	1	1.000	ok
Buff Name 3 (Dummy)	BUFF名称3（dummy）	1	1	1.000	ok
Buff Name 4 (Dummy)	BUFF名称4（dummy）	1	1	1.000	ok
Buff Name 5 (Dummy)	BUFF名称5（dummy）	1	1	1.000	ok
Select 1 <style="railwayDungeonAlly">Ally Buff</style>.	选择1种<style="railwayDungeonAlly">友方BUFF</style>。	1	1	1.000	ok
Select 1 <style="railwayDungeonEnemy">Enemy Buff</style>.	选择1种<style="railwayDungeonEnemy">敌方BUFF</style>。	1	1	1.000	ok
Cannot be selected this Cycle.	在本次巡回中无法选择	1	1	1.000	ok
({0} Cycle Count)	（巡回数{0}）	1	1	1.000	ok
Cycle : {0}	巡回：{0}	1	1	1.000	ok
Turns : {0}	回合：{0}	1	1	1.000	ok
Your Team Loadout has been saved.	你的编队已被保存。	1	1	1.000	ok
GIVE UP (there's no giving up, delete this option)	放弃（不使用，需删除）	1	1	1.000	ok
이번 전투를 포기하고 4호선 진입 전으로 돌아갑니다. (사용하지 않음 제거 필요)	放弃本次战斗，前往进入4号线之前的页面。（不使用，需删除）	1	1	1.000	ok
HP and SP have been reset.	体力、理智值已初始化。	1	1	1.000	ok
<font="BebasKai SDF">SECTION 01</font>	SECTION 01	1	1	1.000	ok
<font="BebasKai SDF">SECTION 02</font>	SECTION 02	1	1	1.000	ok
<font="BebasKai SDF">SECTION 03</font>	SECTION 03	1	1	1.000	ok
<font="BebasKai SDF">SECTION 04</font>	SECTION 04	1	1	1.000	ok
- Identities : Uptie Tier 4, Level 50	- 人格：同步 4阶段，50级	2	1	0.500	suspect
Section #{0}	第{0}区段	1	1	1.000	ok
Butterfly of Entangled Lives::Imago Passive	罗生蝶::蝶 被动	1	1	1.000	ok
Will be displayed upon clearing Section 2.	将在通过第2区段时显示。	1	1	1.000	ok
{0} Resistance + 0.25, {1} Resistance + 0.25	{0}抗性+0.25，{1}抗性+0.25	1	1	1.000	ok
Entry SP {1} {0}	起始理智值 {1} {0}	1	1	1.000	ok
The Lake and the Butterfly 2	湖与蝴蝶 2	1	1	1.000	ok
The Lake and the Butterfly 3	湖与蝴蝶 3	1	1	1.000	ok
Where It All Went Wrong	扣错的纽扣	1	1	1.000	ok
Life, Stolen	被盗走的人生	1	1	1.000	ok
IN WHICH THE TALE OF OUR YOUNG MASTER IS REVEALED	吾等之少爷所经历的故事在此揭示	1	1	1.000	ok
OF THE PENITENT BLOODFIENDS AND THE BIZARRE SURVEY	关于悔过自新的血魔与奇异的问卷调查	1	1	1.000	ok
OF THE PREDICTABLE ENDING TO SANSÓN'S STAGEPLAY	关于参孙的戏剧那显而易见的结局	1	1	1.000	ok
OF JIA XICHUN'S QUERY AND THE SINNER'S LUKEWARM ANSWERS	关于罪人们对贾惜春的疑问与质询含糊其辞的回答	1	1	1.000	ok
IN WHICH IS CONTINUED THE PARADE OF DESPAIR	充满绝望的游行在此继续	1	1	1.000	ok
OF WHAT BEFELL DULCINEA THE BEAUTIFUL AND DON QUIXOTE	关于美丽的杜尔西内娅与堂吉诃德间的遭遇	1	1	1.000	ok
Those Who Do Not Decide 2	不做判断之人2	1	1	1.000	ok
Abikyōkan 2	阿鼻叫唤 2	1	1	1.000	ok
Cigarettes & The Nursefather	香烟与父辈	1	1	1.000	ok
The Panther, Lion, and Wolf	豹，狮，狼	1	1	1.000	ok
Soldiers of Limbu―	我们是边狱公……	2	1	0.500	suspect
Effie—Saude, too	埃菲索德，又一次的小插曲。	1	1	1.000	ok
Unterführung	地下通道 2	1	1	1.000	ok
An Age Without Technology 2	技术不复存在的时代 2	1	1	1.000	ok
When the Student Becomes the Master	青出于蓝而胜于蓝	1	1	1.000	ok
Into Oblivion, in Silence	静静地被遗忘	1	1	1.000	ok
Hell’s Chickapalooza	地狱鸡 2	1	1	1.000	ok
A Chicken in Another Hand	鸡在掌握 2	1	1	1.000	ok
A Restaurateur’s Spicy Fathoms	老板的辣味心道	1	1	1.000	ok
The Beach Episode!	去海边！	1	1	1.000	ok
Trash Crabs?	废料蟹？	1	1	1.000	ok
Time to Collect Scrap!	废料收集时间！	1	1	1.000	ok
Beach... Volleyball?	沙滩……排球？	1	1	1.000	ok
Gift of Hatred, Given Shape	用仇恨制作的礼物	1	1	1.000	ok
The Visit from T Corp.	时间管理局员工	1	1	1.000	ok
A Case of the Gallows	绞刑架的真身	1	1	1.000	ok
The Adventure of the Three Detectives	三个侦探	1	1	1.000	ok
The Clock Tower of Fear	恐怖钟楼	1	1	1.000	ok
The City’s Technology	都市的科技	1	1	1.000	ok
The Sign [Future]	印记[未来]	1	1	1.000	ok
<color=#d40000><s>Great Brother</s></color>	<color=#d40000><s>长兄</s></color>	1	1	1.000	ok
<color=#d40000><s>Sottocapo</s></color>	<color=#d40000><s>二老板</s></color>	1	1	1.000	ok
<color=#d40000><s>Le Sette Famiglie<s></color>	<color=#d40000><s>七大家族</s></color>	1	1	1.000	ok
<color=#d40000><s>Maestro<s></color>	<color=#d40000><s>大师</s></color>	1	1	1.000	ok
<color=#d40000><s>Jia Family</s></color>	<color=#d40000><s>贾家</s></color>	1	1	1.000	ok
<color=#d40000><s>Heishou Pack Adept</s></color>	<color=#d40000><s>黑兽 魁首</s></color>	1	1	1.000	ok
Associate Office - Öufi	直属事务所 - Öufi	1	1	1.000	ok
<s>The Fingers</s>	<s>手指</s>	1	1	1.000	ok
<s>The House of Spiders</s>	<s>蜘蛛巢</s>	1	1	1.000	ok
<color=#d40000><s>Dihui Star</s></color>	<color=#d40000><s>地慧星</s></color>	1	1	1.000	ok
<color=#d40000><s>Great Sister</s></color>	<color=#d40000><s>长姊</s></color>	1	1	1.000	ok
可获得各种奖励	BattlePass.json	0	0	0.000	noise
连接通道	DungeonArea1-1.json	0	0	0.000	noise
大厅	DungeonArea1-1.json	0	0	0.000	noise
