# Limbus Company 英→中术语表（来源：官方术语文件 + 零协会汉化，四语 id 对齐）
# en	cn	出现次数(en+cn)	source
Deceptive Accord++	虚饰的和平++	1	EGOgift_MirrorDungeon.json
Tailor's Scissors++	裁缝用剪刀++	1	EGOgift_MirrorDungeon.json
Resolution++	决意++	1	EGOgift_MirrorDungeon.json
Moment of Sentencing++	宣判之刻++	1	EGOgift_MirrorDungeon.json
Carpenter's Nail++	木工用长钉++	1	EGOgift_MirrorDungeon.json
Once, A Blessing++	曾经的祝福++	1	EGOgift_MirrorDungeon.json
Torn Bandolier++	撕裂的弹带++	1	EGOgift_MirrorDungeon.json
Keenbranch++	磨尖的树枝++	1	EGOgift_MirrorDungeon.json
Burial Curse++	作祟++	1	EGOgift_MirrorDungeon.json
Compression Bandage++	加压绷带++	1	EGOgift_MirrorDungeon.json
Temporal Bridle++	时间的枷锁++	1	EGOgift_MirrorDungeon.json
Clasped Sculpture++	紧握的雕像++	1	EGOgift_MirrorDungeon.json
Reverberation++	残响++	1	EGOgift_MirrorDungeon.json
Smoking Gunpowder++	有烟火药++	1	EGOgift_MirrorDungeon.json
Recollection of a Certain Day	某日的记忆	1	EGOgift_MirrorDungeon.json
Layered Bandages+	重叠的创可贴+	1	EGOgift_MirrorDungeon.json
Short Cane Sword++	拐杖短剑++	1	EGOgift_MirrorDungeon.json
Cloudpattern Gourd Bottle++	云纹鹤颈瓶++	1	EGOgift_MirrorDungeon.json
Plume of Proof++	见证的羽饰++	1	EGOgift_MirrorDungeon.json
Torn Hems++	磨破的衣袖++	1	EGOgift_MirrorDungeon.json
Pocket Flashcards++	口袋助记卡++	1	EGOgift_MirrorDungeon.json
For You Who Love the City	献给热爱都市的你	1	EGOgift_MirrorDungeon_7.json
Meat Tenderizer++	松肉锤++	1	EGOgift_MirrorDungeon_7.json
The End of all Evil	万恶之终结	1	EGOgift_MirrorDungeon_7.json
Uniform - Liu Assoc.	制式服装-六协会	1	EGOgift_MirrorDungeon_7.json
Omni-tool++	万能工具++	1	EGOgift_MirrorDungeon_7.json
The Spider's Thread++	蜘蛛网++	1	EGOgift_MirrorDungeon_7.json
The Book of Vengeance: Annex	复仇账簿：附录	1	EGOgift_MirrorDungeon_7.json
Clappity Clap!	拍手啪啪！	1	EGOgift_MirrorDungeon_7.json
N Corp. Service des Clous Briefcase	N公司定格小队的包	1	EGOgift_MirrorDungeon_7.json
The Book of the Homeland Swordplay [本國劍譜]	本国剑谱	1	EGOgift_MirrorDungeon_7.json
Bloodied Mask of a Devotee	染血信徒面具	1	EGOgift_StoryDungeon.json
Old Warehouse’s Key	破旧仓库的钥匙	1	EGOgift_StoryDungeon.json
Ritualist’s Right	仪式资格	1	EGOgift_StoryDungeon.json
Piece of a Torn Spring	破碎之春的残片	1	EGOgift_StoryDungeon.json
Piece of a Torn Summer	破碎之夏的残片	1	EGOgift_StoryDungeon.json
Piece of a Torn Autumn	破碎之秋的残片	1	EGOgift_StoryDungeon.json
Piece of a Torn Winter	破碎之冬的残片	1	EGOgift_StoryDungeon.json
Artwork: Pulsation	作品：跃动	1	EGOgift_TwiningThreads.json
Artwork: Ferity	作品：野性	1	EGOgift_TwiningThreads.json
Artwork: Evolving Pulsation	杰作：正在进化的跃动	1	EGOgift_TwiningThreads.json
Artwork: Taxidermied Ferity	杰作：制成标本的野性	1	EGOgift_TwiningThreads.json
Searing Brass++	灼热的铜管++	1	EGOgift_TwiningThreads.json
The Memory of Kong Family Annihilation	孔灭日的记忆	1	EGOgift_a1c8p2.json
Red Cloth that Closes the Heart	蒙蔽心扉的红布	1	EGOgift_cultivation.json
Virtue - Zhi (智)	品德 - 智	1	EGOgift_cultivation.json
Virtue - Yong (勇)	品德 - 勇	1	EGOgift_cultivation.json
Virtue - Ren (仁)	品德 - 仁	1	EGOgift_cultivation.json
Cultivation: Cut, File, Carve, Polish	切磋琢磨	1	EGOgift_cultivation.json
Shaoxing Wine++	绍兴酒++	1	EGOgift_cultivation.json
Trial Extraction : A.B.S	试验提取：红艳煞	1	EGOgift_lcbcheckup-re.json
Trial Extraction : Lantern	试验提取：提灯	1	EGOgift_lcbcheckup-re.json
Modified Extraction : AEDD	变形提取：AEDD	1	EGOgift_lcbcheckup-re.json
Spicebush, Glasses, and Mailed Letter	山茶花、眼镜和送达的信	1	EGOgift_lcbcheckup-re.json
A Small, Lovely Violin	小巧而精致的小提琴	1	EGOgift_lcbcheckup-re.json
ENTER: The B.B.	幼·兄登场	1	EGOgift_night-clean-up-re.json
Heishou Bolus - Mao	黑兽丸 - 卯	1	EGOgift_night-clean-up-re.json
Interlinked Time++	交织的时间++	1	EGOgift_tktRe.json
Emergency Investigator Badge++	紧急授予型搜查官徽章++	1	EGOgift_tktRe.json
Entanglement Override Sequencer++	强制纠缠定序器++	1	EGOgift_tktRe.json
Spent Use, Forming Hate	可用之处已尽，郁积的憎恶	1	EGOgift_walpu6.json
Harmonics++	泛音++	1	EGOgift_walpu8.json
Walking Bass++	行进贝斯++	1	EGOgift_walpu8.json
Stubborn Öufi Fixer	顽固的Öufi协会收尾人	1	Enemies-a1c6p2.json
Precise Öufi Fixer	严谨的Öufi协会收尾人	1	Enemies-a1c6p2.json
Josephine of the Wild Hunt	狂猎 约瑟芬	1	Enemies-a1c6p3.json
Hindley of the Wild Hunt	狂猎 亨德利	1	Enemies-a1c6p3.json
Linton of the Wild Hunt	狂猎 林顿	1	Enemies-a1c6p3.json
The Reaved Lamenter of the Wild Hunt	狂猎 因被夺取而哭嚎的亨德利	1	Enemies-a1c6p3.json
Left Hand of Every Catherine	所有凯瑟琳 左手	1	Enemies-a1c6p3.json
Right Hand of Every Catherine	所有凯瑟琳 右手	1	Enemies-a1c6p3.json
Cinq West Section 3 Camille	Cinq协会西部3科 卡米尔	1	Enemies-a1c7p1.json
"Ghost" Bloodfiend of Failed Penitence	扮演不知悔改的幽灵的血魔	1	Enemies-a1c7p2.json
"Ghost" Bloodfiend of Prayers	扮演祈祷的幽灵的血魔	1	Enemies-a1c7p2.json
Monster from the Gorged and Devoured Jar of Loneliness	互相吞食的蛊毒瓮怪物	1	Enemies-a1c8p1.json
Swift N Corp. E.G.O::Sticking	敏捷的N公司E.G.O::黏稠	1	Enemies-a1c8p3.json
Nimble N Corp. E.G.O::Sticking	灵敏的N公司E.G.O::黏稠	1	Enemies-a1c8p3.json
Rigid Soldato of the Thumb	穿戴整齐的拇指士兵	1	Enemies-a1c8p3.json
N Corp. E.G.O::Contempt, Awe Jia Huan	N公司 E.G.O::轻蔑，敬畏 贾环	1	Enemies-a1c8p3.json
N Corp. E.G.O::Fell Bullet Gubo	N公司 E.G.O::凶弹 仇甫	1	Enemies-a1c8p3.json
Censored Lobotomy Corp. L3 Agent	被审查的脑叶公司3级员工	1	Enemies-a1c971.json
Censored Lobotomy Corp. L3 Agent	被审查的脑叶公司2级员工	1	Enemies-a1c971.json
The Pinky Nursefather - ???	小指 父辈 - ???	1	Enemies-a1c9p3.json
True Night Drifter of the Drunken Palm	真-醉手夜客	1	Enemies-cultivation.json
Heishou Pack - Si : Veilstriker	黑兽 - 巳：隐袭	1	Enemies-cultivation.json
Heishou Pack - Si : Shadestriker	黑兽 - 巳：阴袭	1	Enemies-cultivation.json
Heishou Pack - Si : Depthstriker	黑兽 - 巳：潜袭	1	Enemies-cultivation.json
Ch'unokkun - Incapacitate	推奴人 - 压制	1	Enemies-exme.json
Ch'unokkun - Bind	推奴人 - 捕缚	1	Enemies-exme.json
Icy N Corp. Class 2 Staff	冷漠的N公司2级员工	1	Enemies-exme.json
Reticent N Corp. Class 2 Staff	静默的N公司2级员工	1	Enemies-exme.json
Kkomi and Vergilius?	可米与维吉里乌斯？	1	Enemies-fools.json
Swift Cultist of the Deep	敏捷的深海教徒	1	Enemies-pilgrimage.json
Steadfast Cultist of the Deep	倔强的深海教徒	1	Enemies-pilgrimage.json
Heishou Pack - Mao: Featherstriker	黑兽 - 卯：迅击	1	Enemies-sweep.json
Heishou Pack - Mao: Umbrastriker	黑兽 - 卯：暗袭	1	Enemies-sweep.json
T Corp. Class 3 Collector - Neutralize	T公司 3级征收人员 - 射杀	1	Enemies-tkt.json
T Corp. Class 3 Collector - Suppress	T公司 3级征收人员 - 压制	1	Enemies-tkt.json
Quiet K Corp. Checkpoint Security	沉默的K公司检查站安保人员	1	Enemies.json
Stern K Corp. Checkpoint Security	正经的K公司检查站安保人员	1	Enemies.json
Confused K Corp. Checkpoint Security	混乱的K公司检查站安保人员	1	Enemies.json
Swamped K Corp. Checkpoint Security	头晕眼花的K公司检查站安保人员	1	Enemies.json
Hazed K Corp. Checkpoint Security	窘迫的K公司检查站安保人员	1	Enemies.json
Stunned K Corp. Checkpoint Security	眼前一黑的K公司检查站安保人员	1	Enemies.json
Reawakened Lobotomy E.G.O::Sloshing	复活的脑叶公司E.G.O::荡漾	1	Enemies.json
Imagined T Corp. Class 3 Collector	心象中的T公司3级征收人员	1	Enemies.json
Reawakened Lobotomy E.G.O::Red Sheet - Marile	复活的脑叶公司E.G.O::朱符 - 马里勒	1	Enemies.json
Shaking K Corp. Checkpoint Security	颤抖的K公司检查站安保人员	1	Enemies.json
Timid K Corp. Checkpoint Security	警惕的K公司检查站安保人员	1	Enemies.json
K Corp. Class 3 Empowered Staff	K公司3级员工-强化	1	Enemies_Refraction.json
Refracted So That No One Will Cry	折射的因而无人哭泣	1	Enemies_Refraction2.json
Refracted Whale of the Porous Hand Mermaid	折射的穴掌鲸人鱼	1	Enemies_Refraction3.json
Refracted Whale of the Porous Hand Soldier Mermaid	折射的穴掌鲸 士兵人鱼	1	Enemies_Refraction3.json
Refracted Twinhook Pirates First Mate Smee	折射的双钩海盗团大副 斯米	1	Enemies_Refraction3.json
Refracted Pallid and Blue Mermaid	折射的苍白而泛青的人鱼	1	Enemies_Refraction3.json
Refracted Whale of the Thousand Strands Mermaid	折射的千缕鲸人鱼	1	Enemies_Refraction3.json
Refracted Portrait of a Certain Day	折射的某日的肖像	1	Enemies_Refraction4.json
Refracted Enamored Researcher of the Ring?	折射的忘我的环指研究员？	1	Enemies_Refraction4.json
Refracted Mad Researcher of the Ring?	折射的发狂的环指研究员？	1	Enemies_Refraction4.json
Refracted Pointillist Researcher of the Ring?	折射的点彩派环指研究员？	1	Enemies_Refraction4.json
Refracted Hindley, The Reaved Lamenter	折射的因被夺取而哭嚎的亨德利	1	Enemies_Refraction4.json
Refracted Swift Edgar Family Butler	折射的灵敏的埃德加家族管家	1	Enemies_Refraction4.json
Refracted Fast Edgar Family Butler	折射的迅捷的埃德加家族管家	1	Enemies_Refraction4.json
Refracted Shifty Edgar Family Butler	折射的诡诈的埃德加家族管家	1	Enemies_Refraction4.json
Refracted Trained Edgar Family Butler	折射的熟练的埃德加家族管家	1	Enemies_Refraction4.json
Refracted Hostile Wuthering Heights Butler	折射的险恶的呼啸山庄管家	1	Enemies_Refraction4.json
Refracted Trained Wuthering Heights Butler	折射的受训的呼啸山庄管家	1	Enemies_Refraction4.json
The Refracted King in Binds	折射的受缚之王	1	Enemies_Refraction4.json
Refracted Kurokumo Clan Captain Jun	折射的黑云会 副会长 俊	1	Enemies_Refraction4.json
Refracted Peccatulum Invidiae?	折射的嫉妒罪种?	1	Enemies_Refraction4.json
Refracted Der Fluchschütze	折射的凶弹射手	1	Enemies_Refraction5.json
Refracted Old G Corp. Head Manager	折射的旧G公司部长	1	Enemies_Refraction5.json
Refracted Bloodbag of the Painful Parade	折射的痛苦的游行血袋	1	Enemies_Refraction5.json
Refracted Bloodbag of the Rear Parade	折射的紧随其后的游行血袋	1	Enemies_Refraction5.json
Refracted Bloodfiend of the Happy Parade	折射的幸福的游行血魔	1	Enemies_Refraction5.json
Refracted Bloodfiend of the Joyful Parade	折射的快乐的游行血魔	1	Enemies_Refraction5.json
Refracted Combative Fanghunt Office Fixer	折射的好斗的猎牙事务所收尾人	1	Enemies_Refraction5.json
Refracted Prideful Fanghunt Office Fixer	折射的心高气傲的猎牙事务所收尾人	1	Enemies_Refraction5.json
Refracted Peccatulum Pigritiae??	折射的怠惰罪种??	1	Enemies_Refraction5.json
Refracted Peccatulum Morositatis??	折射的忧郁罪种??	1	Enemies_Refraction5.json
Refracted Peccatulum Irae??	折射的暴怒罪种??	1	Enemies_Refraction5.json
Refracted Butterfly of Entangled Lives::The Pupa	折射的罗生蝶::蛹	1	Enemies_Refraction6.json
Refracted Illusory Butterfly of Entangled Lives::The Past	折射的罗生蝶幻影::过去	1	Enemies_Refraction6.json
Refracted Illusory Butterfly of Entangled Lives::The Future	折射的罗生蝶幻影::未来	1	Enemies_Refraction6.json
Refracted Butterfly of Entangled Lives::Imago	折射的罗生蝶::蝶	1	Enemies_Refraction6.json
Refracted Will You Play?	折射的玩吗？	1	Enemies_Refraction6.json
Refracted Hongyu, the Crimson Jade [紅玉]	折射的红玉	1	Enemies_Refraction6.json
The Refracted Pinky Nursefather - Shiomi Yoru	折射的小指 父辈 - 盐见夜	1	Enemies_Refraction6.json
The Refracted Ring Nursefather - Callisto	折射的环指 父辈 - 卡利斯托	1	Enemies_Refraction6.json
The Refracted Ring Apprentice - Albina	折射的环指 子辈 - 阿尔比娜	1	Enemies_Refraction6.json
[Season 4] 3★ Guarantee Decaextraction Ticket	[第4赛季]3★人格必得十连提取券	1	Items-a1c6.json
[Season 4] Egoshard Crate	[第4赛季]自我碎片箱	1	Items-a1c6.json
[Season 4] Nominable Egoshard Crate	[第4赛季]自我碎片自选箱	1	Items-a1c6.json
[Season 4] Yi Sang’s Egoshard	[第4赛季]自我碎片-李箱	1	Items-a1c6.json
[Season 4] Faust’s Egoshard	[第4赛季]自我碎片-浮士德	1	Items-a1c6.json
[Season 4] Don Quixote’s Egoshard	[第4赛季]自我碎片-堂吉诃德	1	Items-a1c6.json
[Season 4] Ryōshū’s Egoshard	[第4赛季]自我碎片-良秀	1	Items-a1c6.json
[Season 4] Meursault’s Egoshard	[第4赛季]自我碎片-默尔索	1	Items-a1c6.json
[Season 4] Hong Lu’s Egoshard	[第4赛季]自我碎片-鸿璐	1	Items-a1c6.json
[Season 4] Heathcliff’s Egoshard	[第4赛季]自我碎片-希斯克利夫	1	Items-a1c6.json
[Season 4] Ishmael’s Egoshard	[第4赛季]自我碎片-以实玛利	1	Items-a1c6.json
[Season 4] Rodion's Egoshard	[第4赛季]自我碎片-罗佳	1	Items-a1c6.json
[Season 4] Sinclair’s Egoshard	[第4赛季]自我碎片-辛克莱	1	Items-a1c6.json
[Season 4] Outis’s Egoshard	[第4赛季]自我碎片-奥提斯	1	Items-a1c6.json
[Season 4] Gregor’s Egoshard	[第4赛季]自我碎片-格里高尔	1	Items-a1c6.json
Season 4 [Selected Sinner]’s Egoshard	第4赛季 [选择的罪人] 自我碎片	1	Items-a1c6.json
[Season 5] 3★ Guarantee Decaextraction Ticket	[第5赛季]3★人格必得十连提取券	1	Items-a1c7p1.json
[Season 5] Egoshard Crate	[第5赛季]自我碎片箱	1	Items-a1c7p1.json
[Season 5] Nominable Egoshard Crate	[第5赛季]自我碎片自选箱	1	Items-a1c7p1.json
[Season 5] Yi Sang’s Egoshard	[第5赛季]自我碎片-李箱	1	Items-a1c7p1.json
[Season 5] Faust’s Egoshard	[第5赛季]自我碎片-浮士德	1	Items-a1c7p1.json
[Season 5] Don Quixote’s Egoshard	[第5赛季]自我碎片-堂吉诃德	1	Items-a1c7p1.json
[Season 5] Ryōshū’s Egoshard	[第5赛季]自我碎片-良秀	1	Items-a1c7p1.json
[Season 5] Meursault’s Egoshard	[第5赛季]自我碎片-默尔索	1	Items-a1c7p1.json
[Season 5] Hong Lu’s Egoshard	[第5赛季]自我碎片-鸿璐	1	Items-a1c7p1.json
[Season 5] Heathcliff’s Egoshard	[第5赛季]自我碎片-希斯克利夫	1	Items-a1c7p1.json
[Season 5] Ishmael’s Egoshard	[第5赛季]自我碎片-以实玛利	1	Items-a1c7p1.json
[Season 5] Rodion's Egoshard	[第5赛季]自我碎片-罗佳	1	Items-a1c7p1.json
[Season 5] Sinclair’s Egoshard	[第5赛季]自我碎片-辛克莱	1	Items-a1c7p1.json
[Season 5] Outis’s Egoshard	[第5赛季]自我碎片-奥提斯	1	Items-a1c7p1.json
[Season 5] Gregor’s Egoshard	[第5赛季]自我碎片-格里高尔	1	Items-a1c7p1.json
Season 5 Uptie & Threadspinning only Shard (Universal)	第5赛季同步&异想解析专用碎片（通用）	1	Items-a1c7p1.json
Season 5 [Selected Sinner]’s Egoshard	第5赛季 [选择的罪人] 自我碎片	1	Items-a1c7p1.json
[Season 6] 3★ Guarantee Decaextraction Ticket	[第6赛季]3★人格必得十连提取券	1	Items-a1c8p1.json
[Season 6] Egoshard Crate	[第6赛季]自我碎片箱	1	Items-a1c8p1.json
[Season 6] Nominable Egoshard Crate	[第6赛季]自我碎片自选箱	1	Items-a1c8p1.json
[Season 6] Yi Sang’s Egoshard	[第6赛季]自我碎片-李箱	1	Items-a1c8p1.json
[Season 6] Faust’s Egoshard	[第6赛季]自我碎片-浮士德	1	Items-a1c8p1.json
[Season 6] Don Quixote’s Egoshard	[第6赛季]自我碎片-堂吉诃德	1	Items-a1c8p1.json
[Season 6] Ryōshū’s Egoshard	[第6赛季]自我碎片-良秀	1	Items-a1c8p1.json
[Season 6] Meursault’s Egoshard	[第6赛季]自我碎片-默尔索	1	Items-a1c8p1.json
[Season 6] Hong Lu’s Egoshard	[第6赛季]自我碎片-鸿璐	1	Items-a1c8p1.json
[Season 6] Heathcliff’s Egoshard	[第6赛季]自我碎片-希斯克利夫	1	Items-a1c8p1.json
[Season 6] Ishmael’s Egoshard	[第6赛季]自我碎片-以实玛利	1	Items-a1c8p1.json
[Season 6] Rodion's Egoshard	[第6赛季]自我碎片-罗佳	1	Items-a1c8p1.json
[Season 6] Sinclair’s Egoshard	[第6赛季]自我碎片-辛克莱	1	Items-a1c8p1.json
[Season 6] Outis’s Egoshard	[第6赛季]自我碎片-奥提斯	1	Items-a1c8p1.json
[Season 6] Gregor’s Egoshard	[第6赛季]自我碎片-格里高尔	1	Items-a1c8p1.json
Season 6 Uptie & Threadspinning only Shard (Universal)	第6赛季同步&异想解析专用碎片（通用）	1	Items-a1c8p1.json
Season 6 [Selected Sinner]’s Egoshard	第6赛季 [选择的罪人] 自我碎片	1	Items-a1c8p1.json
[Season 7] 3★ Guarantee Decaextraction Ticket	[第7赛季]3★人格必得十连提取券	1	Items-a1c9p1.json
[Season 7] Egoshard Crate	[第7赛季]自我碎片箱	1	Items-a1c9p1.json
[Season 7] Yi Sang’s Egoshard	[第7赛季]自我碎片-李箱	1	Items-a1c9p1.json
[Season 7] Faust’s Egoshard	[第7赛季]自我碎片-浮士德	1	Items-a1c9p1.json
[Season 7] Don Quixote’s Egoshard	[第7赛季]自我碎片-堂吉诃德	1	Items-a1c9p1.json
[Season 7] Ryōshū’s Egoshard	[第7赛季]自我碎片-良秀	1	Items-a1c9p1.json
[Season 7] Meursault’s Egoshard	[第7赛季]自我碎片-默尔索	1	Items-a1c9p1.json
[Season 7] Hong Lu’s Egoshard	[第7赛季]自我碎片-鸿璐	1	Items-a1c9p1.json
[Season 7] Heathcliff’s Egoshard	[第7赛季]自我碎片-希斯克利夫	1	Items-a1c9p1.json
[Season 7] Ishmael’s Egoshard	[第7赛季]自我碎片-以实玛利	1	Items-a1c9p1.json
[Season 7] Rodion's Egoshard	[第7赛季]自我碎片-罗佳	1	Items-a1c9p1.json
[Season 7] Sinclair’s Egoshard	[第7赛季]自我碎片-辛克莱	1	Items-a1c9p1.json
[Season 7] Outis’s Egoshard	[第7赛季]自我碎片-奥提斯	1	Items-a1c9p1.json
[Season 7] Gregor’s Egoshard	[第7赛季]自我碎片-格里高尔	1	Items-a1c9p1.json
Season 7 Uptie & Threadspinning only Shard (Universal)	第7赛季同步&异想解析专用碎片（通用）	1	Items-a1c9p1.json
Season 7 [Selected Sinner]’s Egoshard	第7赛季 [选择的罪人] 自我碎片	1	Items-a1c9p1.json
[Season 1] 3★ Guarantee Decaextraction Ticket	[第1赛季]3★人格必得十连提取券	1	Items.json
[Season 2] 3★ Guarantee Decaextraction Ticket	[第2赛季]3★人格必得十连提取券	1	Items.json
[Season 3] 3★ Guarantee Decaextraction Ticket	[第3赛季]3★人格必得十连提取券	1	Items.json
[Season 1] Egoshard Crate	[第1赛季]自我碎片箱	1	Items.json
[Season 1] Nominable Egoshard Crate	[第1赛季]自我碎片自选箱	1	Items.json
[Season 2] Egoshard Crate	[第2赛季]自我碎片箱	1	Items.json
[Season 2] Nominable Egoshard Crate	[第2赛季]自我碎片自选箱	1	Items.json
[Season 3] Egoshard Crate	[第3赛季]自我碎片箱	1	Items.json
[Season 1] Yi Sang’s Egoshard	[第1赛季]自我碎片-李箱	1	Items.json
[Season 1] Faust’s Egoshard	[第1赛季]自我碎片-浮士德	1	Items.json
[Season 1] Don Quixote’s Egoshard	[第1赛季]自我碎片-堂吉诃德	1	Items.json
[Season 1] Ryōshū’s Egoshard	[第1赛季]自我碎片-良秀	1	Items.json
[Season 1] Meursault’s Egoshard	[第1赛季]自我碎片-默尔索	1	Items.json
