# en	cn	en_hits	cn_hits	source
Bright Villains 2	聪明的恶人 2	1	1	StageNode1-4.json
Urgent Call 2	紧急呼叫 2	1	1	StageNode1-4.json
Urgent Call 3	紧急呼叫 3	1	1	StageNode1-4.json
Glorious Past 2	辉煌的过往 2	1	1	StageNode1-4.json
Glorious Past 3	辉煌的过往 3	1	1	StageNode1-4.json
Offer to Join 2	入职原因 2	1	1	StageNode1-4.json
Nothing 2	没什么 2	1	1	StageNode1-4.json
Reminisced League of Nine	记忆中的九人会	1	1	StageNode1-4.json
Disappearing Passengers	消失的乘客	1	1	StageNode91-10.json
Painting of Hell 2	地狱般的图景 2	1	1	StageNode91-10.json
Next Car 2	下一节车厢 2	1	1	StageNode91-10.json
The One Who Lords	主宰者	1	1	StageNode91-10.json
Unexpected Foe	意外之敌	1	1	StageNode91-16.json
The Family Hierarch's Proof	家主的证明	1	1	StageNode91-19.json
Twelve Teachers	十二位老师	1	1	StageNode91-19.json
Another Student	另一名学生	1	1	StageNode91-19.json
Hierarch Rescue Operation 2	家主解救作战 2	1	1	StageNode91-19.json
Hierarch Rescue Operation 3	家主解救作战 3	1	1	StageNode91-19.json
Village of the Dead Lighthouse	死寂灯塔之村	0	2	StageNode91-20.json
Relics and the Sign	遗物与印记	1	1	StageNode91-25.json
Search for the Inflection Point	寻找反曲点	0	2	StageNode91-27.json
Pursuit 2	追踪 2	1	1	StageNode91-27.json
Iron Chicken Chef	铁血鸡厨	1	1	StageNode91-3.json
Master Chicken Chef	大师鸡厨	1	1	StageNode91-3.json
A Restaurateur’s Mild Fathoms	老板的原味心道	0	2	StageNode91-3.json
Mudflat Scrapyard	废料海滩	1	1	StageNode91-4.json
The Boatwrights	船夫	1	1	StageNode91-4.json
Makeshift Bus Mods	废料巴士改造	1	1	StageNode91-4.json
Time to Collect Scrap...	废料收集时间……	1	1	StageNode91-4.json
Troubled Waters	尴尬时间	1	1	StageNode91-4.json
The Last Scrap	最后的废料	1	1	StageNode91-4.json
King Trash Crab Hunt	帝王废料蟹狩猎	1	1	StageNode91-4.json
Monstrous Gifts	怪物们的礼物	1	1	StageNode91-5.json
For Whom the Gnomes Pack	礼物为谁而做	0	2	StageNode91-5.json
The Gift-giving Giant	礼物派送巨人	1	1	StageNode91-5.json
A Journey's End	旅程的终点	1	1	StageNode91-5.json
To Yong-jin Building 2	前往龙进大楼 2	1	1	StageNode91-7.json
Mentor and Fellows 2	金笠与友人们 2	1	1	StageNode91-7.json
Origin of Sin	罪之根源	1	1	StageNode91-7.json
A Scandal in Time	时间税丑闻	1	1	StageNode91-9.json
Timekilling Puzzle	时间杀人之谜	1	1	StageNode91-9.json
The White-scarved League	白围巾联盟	1	1	StageNode91-9.json
The Rewinding Clock	倒转的时钟	1	1	StageNode91-9.json
A Trail Gone Cold	丢失的痕迹	1	1	StageNode91-9.json
The Dying Detective	临终的侦探	1	1	StageNode91-9.json
The Yurodiviye Mystery	圣愚之谜	1	1	StageNode91-9.json
Twisted Time	歪曲的时间	1	1	StageNode91-9.json
Uncategorized	目前难以分类	1	1	StoryTheaterDanteNote_5.json
PDA Device	PDA终端	1	1	StoryTheaterDanteNote_7.json
Abnormality Corrosion	异想侵蚀	1	1	UnitKeyword-a1c7p3.json
Lord of all Roaches	全体蜚蠊之王	1	1	UnitKeyword-a1c9p3.json
Emperor of Pests	害虫的皇帝	1	1	UnitKeyword-a1c9p3.json
For Crunchy Frying	用于炸至酥脆	1	1	UnitKeyword-x1p1c1.json
For Sweet Stewing	用于香甜炖菜	1	1	UnitKeyword-x1p1c1.json
For Tangy Braising	用于酸甜焖煮	1	1	UnitKeyword-x1p1c1.json
Soldato III	士兵III	1	1	UnitKeyword.json
Iberians and the Ægir - #3	伊比利亚人与阿戈尔人 #3	0	1	AbEvents-pilgrimage.json
A Story of Lighthouse Keepers and The Profound Silence - #3	灯塔看守人与大静谧的故事 #3	0	1	AbEvents-pilgrimage.json
백설선택지1	白雪选项1	0	1	AbEvents.json
백설선택지2	白雪选项2	0	1	AbEvents.json
{0} gains %{2} {1}/% for the encounter.	本关卡中，{0} 获得%{2} {1}/%。	0	1	AbEventsResultLog-a1c5p3.json
All Identities gain %{1} {0}/% and %{3} {2}/%.	所有人格获得%{1} {0}/%，%{3} {2}/%。	0	1	AbEventsResultLog-a1c5p3.json
{0} gains %{2} {1}/%	{0}获得%{2} {1}/%。	0	1	AbEventsResultLog-a1c5p3.json
{0} <color=#fe4b48>loses {1} SP</color>	{0}<color=#fe4b48>失去{1}点理智值</color>	0	1	AbEventsResultLog-a1c5p3.json
{0} %loses {2} {1}/%	{0} %失去{2} {1}/%	0	1	AbEventsResultLog-a1c5p3.json
All allies gain %{1} [{0}]/%	全体友方单位获得%{1} [{0}]/%	0	1	AbEventsResultLog-a1c5p3.json
<color=#ebcaa2>[{0}]</color> gains %{2} [{1}]/% next turn	<color=#ebcaa2>[{0}]</color>在下回合获得%{2} [{1}]/%	0	1	AbEventsResultLog-a1c6p3.json
<color=#ebcaa2>[{0}]</color> heals {1} HP and {2} SP	<color=#ebcaa2>[{0}]</color>恢复{1}点体力与点{2}理智值	0	1	AbEventsResultLog-a1c6p3.json
<color=#ebcaa2>[{0}]</color> heals {1} HP to Core and Part	<color=#ebcaa2>[{0}]</color> 的本体和部位恢复{1}点体力	0	1	AbEventsResultLog-a1c6p3.json
<color=#ebcaa2>All Sinners</color> heal {0} SP	<color=#ebcaa2>全体友方单位</color> 恢复{0}点理智值	0	1	AbEventsResultLog-a1c6p3.json
<color=#ebcaa2>[{0}]</color> heals {1} SP	<color=#ebcaa2>罪人[{0}]</color>恢复{1}点理智值	0	1	AbEventsResultLog-a1c6p3.json
[{0}] <color=#80c9ff>fully heals SP</color>	[{0}]的<color=#80c9ff>理智值恢复至上限</color>	0	1	AbEventsResultLog-a1c6p3.json
[{0}]'s {1} changes to {2}	[{0}]的{1}变为{2}	0	1	AbEventsResultLog-a1c6p3.json
<color=#ebcaa2>[{0}]</color> gains %{2} [{1}]/% every turn	<color=#ebcaa2>[{0}]</color>每回合对自身施加%{2} [{1}]/%	0	1	AbEventsResultLog-a1c7p3.json
<color=#ebcaa2>Fairy is Staggered!</color>	<color=#ebcaa2>精灵部位陷入混乱</color>	0	1	AbEventsResultLog-a1c9p1.json
<color=#ebcaa2>Fairy permanently gains {1} {0}</color>	<color=#ebcaa2>精灵部位对自身永久施加 {1} {0} </color>	0	1	AbEventsResultLog-a1c9p1.json
<color=#ebcaa2>{0}</color> gains %[{1}]/%	<color=#ebcaa2>{0}</color>获得%[{1}]/%	0	1	AbEventsResultLog-pilgrimage.json
Apply %[{2} {1}]/% on <color=#ebcaa2>{0}</color>	对<color=#ebcaa2>{0}</color>施加%[{2} {1}]/%	0	1	AbEventsResultLog-pilgrimage.json
All of [{0}]’s parts gain %{3} {2} for {1} turn(s)/%.	[{0}]的所有部位</color>获得%持续{1}回合的{3}{2}/%。</color>	0	1	AbEventsResultLog.json
<color=#ebcaa2>Abnormality Suppressed!</color>	<color=#ebcaa2>异想体镇压完成</color>	0	1	AbEventsResultLog.json
<color=#ebcaa2>Investigating the factory…</color>	<color=#ebcaa2>我们决定调查工厂。</color>	0	1	AbEventsResultLog.json
<color=#ebcaa2>Pressed “Yes”.</color>	<color=#ebcaa2>按下了“是”的按钮。</color>	0	1	AbEventsResultLog.json
<color=#ebcaa2>Pressed “No”.</color>	<color=#ebcaa2>按下了“不是”的按钮。</color>	0	1	AbEventsResultLog.json
<color=#ebcaa2>All enemies become %[{0}]/%.</color>	<color=#ebcaa2>全体敌方单位进入%[{0}]/%状态</color>	0	1	AbEventsResultLog.json
<color=#ff8000>Combat Encounter!</color>	<color=#ff8000>触发遭遇战！</color>	0	1	AbEventsResultLog.json
<color=#ebcaa2>Got an E.G.O Gift!</color>	<color=#ebcaa2>获得E.G.O饰品！</color>	0	1	AbEventsResultLog.json
<color=#ebcaa2>Combat Encounter!</color>	<color=#ebcaa2>触发遭遇战！</color>	0	1	AbEventsResultLog.json
<color=#ebcaa2>Enemy waves reduced by {0}!</color>	<color=#ebcaa2>敌人的波次减少{0}波！</color>	0	1	AbEventsResultLog.json
<color=#ebcaa2>[{0}]’s Karma was resolved.</color>	<color=#ebcaa2>解除[{0}]的业报</color>	0	1	AbEventsResultLog.json
Karma strikes every Sinner randomly!	对全体人格随机施加业报。	0	1	AbEventsResultLog.json
<color=#ebcaa2>[{0}] loses %{2} [{1}]/%</color>	<color=#ebcaa2>[{0}] 减少%{2} [{1}] /%</color>	0	1	AbEventsResultLog.json
[{0}] gains <color=#00ff9c>{2} {1}</color> next turn	下回合对罪人[{0}]施加<color=#00ff9c>{2} {1}</color>	0	1	AbEventsResultLog.json
<color=#ebcaa2>[{0}] loses %{2} [{1}]/%</color>	<color=#ebcaa2>[{0}] 减少%{2} [{1}]/%</color>	0	1	AbEventsResultLog_Refraction2.json
[{0}] gains <color=#00ff9c>{2} {1}</color> next turn	下回合对[{0}]施加<color=#00ff9c>{2} {1}</color>	0	1	AbEventsResultLog_Refraction2.json
<color=#ebcaa2>{0} is Staggered</color>	<color=#ebcaa2>[{0}]陷入混乱</color>	0	1	AbEventsResultLog_Refraction2.json
<color=#ebcaa2>Fairy is Staggered!</color>	<color=#ebcaa2>精灵陷入混乱</color>	0	1	AbEventsResultLog_Refraction2.json
All characters deal {0}% damage	所有角色造成的伤害{0}%	0	1	AbEventsResultLog_Refraction2.json
All characters take {0}% damage	所有角色受到的伤害{0}%	0	1	AbEventsResultLog_Refraction2.json
<color=#ebcaa2>{0}</color> loses %{2} {1}/%	<color=#ebcaa2>{0}</color> 减少 %{2} {1}/%	0	1	AbEventsResultLog_Refraction3.json
All allies gain {0} for the rest of the Encounter.	本场战斗中的全体友方单位获得{0}。	0	1	AbEventsResultLog_Refraction4.json
Halve all allies' {0} Potency and Count	全体友方单位的{0}强度与层数减半	0	1	AbEventsResultLog_Refraction4.json
<color=#ebcaa2>{0} gains {1} Shield</color>	<color=#ebcaa2>{0} 获得 {1} 护盾</color>	0	1	AbEventsResultLog_Refraction5.json
<color=#ebcaa2>All allies fully heal HP and SP</color>	<color=#ebcaa2>全体友方单位恢复全部理智值与体力</color>	0	1	AbEventsResultLog_Refraction6.json
All allies <color=#00ff9c>heal 30 HP</color>	全体友方单位<color=#00ff9c>恢复30点体力</color>	0	1	AbEventsResultLog_walpu4.json
All allies <color=#80c9ff>heal 30 SP</color>	全体友方单位<color=#80c9ff>恢复30点理智值</color>	0	1	AbEventsResultLog_walpu4.json
All allies <color=#00ff9c>heal 3 HP every turn</color>	全体友方单位<color=#00ff9c>每回合恢复3点体力</color>	0	1	AbEventsResultLog_walpu4.json
All allies <color=#80c9ff>heal 3 SP every turn</color>	全体友方单位<color=#80c9ff>每回合恢复3点理智值</color>	0	1	AbEventsResultLog_walpu4.json
Rusted Hilt - To wield a blade is to Slash with it	锈蚀的刀柄 判定 - 剑术乃斩击	0	1	AbEvents_Mirror4.json
Fractured Blade Choice - Draw of the Sword	破碎的刀刃 选项 - 拔剑	0	1	AbEvents_Mirror4.json
Broken Blade Choice - Let the sword hang to the side	损坏的刀刃 选项 - 垂剑	0	1	AbEvents_Mirror4.json
Red Tassel Choice - Small fries	红色流苏 选项 - 殃及池鱼	0	1	AbEvents_Mirror4.json
Old Dopo Cloak - What's right is right	陈旧的长袍 选项 - 是则是	0	1	AbEvents_Mirror4.json
Rusted Hilt - To wield a blade is to Slash with it	锈蚀的刀柄选项 - 剑术乃斩击	0	1	AbEvents_Ycgd.json
Fractured Blade Choice - Draw of the Sword	破碎的刀刃选项 - 拔剑	0	1	AbEvents_Ycgd.json
Broken Blade Choice - Let the sword hang to the side	损坏的刀刃选项 - 垂剑	0	1	AbEvents_Ycgd.json
Red Tassel Choice - Small fries	红色流苏选项 - 殃及池鱼	0	1	AbEvents_Ycgd.json
Old Dopo Cloak - What's right is right	陈旧的长袍选项 - 是则是	0	1	AbEvents_Ycgd.json
LCE Recovers The Ring's Artwork - Corporist Piece	回收环指作品的LCE组员们 - 人体派作品	0	1	AbEvents_twth.json
LCE Recovers The Ring's Artwork - Fauvist Piece	回收环指作品的LCE组员们 - 野兽派作品	0	1	AbEvents_twth.json
Peccatulum Luxuriae??	色欲罪种??	0	1	AbnormalityGuides-a1c7p3.json
Peccatulum Superbiae??	傲慢罪种??	0	1	AbnormalityGuides-a1c7p3.json
Mayors, the Yearning Flotsam's first Choice Event	梅厄斯，羡望漂流 首个选项事件	0	1	ActionEvents-pilgrimage.json
Mayors, the Yearning Flotsam's second Choice Event	梅厄斯，羡望漂流 第二个选项事件	0	1	ActionEvents-pilgrimage.json
Iberians and the Ægirian - #2	伊比利亚人与阿戈尔人 #2	0	1	ActionEvents-pilgrimage.json
A Story of Lighthouse Keepers and The Profound Silence - #2	灯塔看守人与大静谧的故事 #2	0	1	ActionEvents-pilgrimage.json
An Inquisitor Locked in a Fight Against Sea Terrors	与海嗣激战正酣的审判官	0	1	ActionEvents-pilgrimage.json
Education & Machine Console	培训与机械装置	0	1	ActionEvents-walpu4.json
One Sin SP Healing E.G.O Gift Giveaway	一罪百善理智值恢复E.G.O饰品获取	0	1	ActionEvents-walpu4.json
Heal HP, SP, or gain Cost	恢复体力、恢复理智值或获得经费	0	1	ActionEvents-walpu4.json
Miracle in District 20 Hard Event 1	20区的奇迹困难事件1	0	1	ActionEvents-walpu4.json
Miracle in District 20 Hard Event 2	20区的奇迹困难事件2	0	1	ActionEvents-walpu4.json
The Knight of Despair Containment Unit	绝望骑士 收容单元	0	1	ActionEvents-walpu6.json
The Queen of Hatred Containment Unit	憎恶皇后 收容单元	0	1	ActionEvents-walpu6.json
Alriune Choice Event (#1)	爱娜温 选项(#1)	0	1	ActionEvents-walpu8.json
Alriune Choice Event (#2)	爱娜温 选项(#2)	0	1	ActionEvents-walpu8.json
Alriune Choice Event (#3)	爱娜温 选项(#3)	0	1	ActionEvents-walpu8.json
An Encounter with the Unbearable	与无法忍受的存在相遇	0	1	ActionEvents.json
Are You Happy? 2	你感到幸福吗？2	0	1	ActionEvents.json
A Room Full of Crates	装满箱子的房间	0	1	ActionEvents.json
[Hel. P. Me. He. Lp.]	[救。救。我。救。救。]	0	1	ActionEvents.json
아즈텍원판 선택지1	阿兹特克历法石选项1	0	1	ActionEvents.json
아즈텍원판 선택지3	阿兹特克历法石选项3	0	1	ActionEvents.json
아즈텍원판 선택지5	阿兹特克历法石选项5	0	1	ActionEvents.json
강화인간 선택지1	改造人选项1	0	1	ActionEvents.json
강화인간 선택지2-그렇다	改造人选项2-是	0	1	ActionEvents.json
강화인간 선택지2-아니다	改造人选项2-不是	0	1	ActionEvents.json
분홍신 선택지1	粉红鞋选项1	0	1	ActionEvents.json
Vending Machine and Oceanic Waves	传来潮声的自动贩卖机	0	1	ActionEvents.json
강화앰플교환삽입소	强化安瓿交换注射所	0	1	ActionEvents.json
Hell's Chicken Dungeon Renewal - Starting Point Choice	地狱鸡迷宫更新 - 起点选项	0	1	ActionEvents.json
T Corp. Time Prepayment Apparatus	T公司 时间预付机	0	1	ActionEvents_Mirror7.json
Audio Logs of That Day	那一日的语音记录	0	1	ActionEvents_Mirror7.json
Recurring Faith and Promise 2	循环的信念与承诺2	0	1	ActionEvents_Mirror7.json
Recurring Faith and Promise 3	循环的信念与承诺3	0	1	ActionEvents_Mirror7.json
'Yield My Flesh to Claim Their Bones' Renewal Hard Fusion	肉斩骨断迷宫更新 困难合成	0	1	ActionEvents_Ycgd.json
Story Dungeon Starting Choice Event	剧情迷宫起始选项事件	0	1	ActionEvents_exme.json
Hardblood weapon found while resting	休息时发现的硬血武器	0	1	ActionEvents_mowe-re.json
Timekilling Time Dungeon Renewal Starting Point	时间杀人时间迷宫 更新起点	0	1	ActionEvents_tkt.json
Timekilling Time Dungeon Renewal Fusion	时间杀人时间迷宫 更新合成	0	1	ActionEvents_tkt.json
Every skill consists of at least 1 Coin.	每个技能都至少包含1枚硬币。	0	1	BattleHint.json
Sinners with low Sanity will be corroded by E.G.O.	理智值到达下限的罪人会被E.G.O侵蚀。	0	1	BattleHint.json
Speed determines the formation of units in combat.	速度值决定了敌我双方的角色在战斗中的站位。	0	1	BattleHint.json
Cancelling E.G.O before using it will return its resources.	在E.G.O使用之前将其取消会返还其消耗的E.G.O资源。	0	1	BattleHint.json
Every Identity has a Combat Passive and a Support Passive.	所有人格都拥有一个战斗被动技能和一个支援被动技能。	0	1	BattleHint.json
Identities participating in combat use Combat Passives.	参与战斗的人格可以使用战斗被动技能。	0	1	BattleHint.json
E.G.O skills are placed at the bottom of a Sinner’s column.	E.G.O技能将会固定生成在仪表盘最下方的行动槽。	0	1	BattleHint.json
Clashes occur when two Attack Skills target each other.	使用攻击技能对峙时，将会进行拼点。	0	1	BattleHint.json
- Until Season 8 Update	- 到第8赛季开始前	0	1	BattlePass-a1c9.json
Paid {0} Free {1}	付费{0} 免费{1}	0	1	BattlePass.json
Level up the Pass using [Paid Lunacy]?	要消耗[付费狂气]来提升通行证等级吗？	0	1	BattlePass.json
<color=#f8c200>Max Pass Level</color> reached.	已达到<color=#f8c200>最高等级</color>。	0	1	BattlePass.json
{0}m left	剩余{0}分	0	1	BattlePass.json
Eligible for Max Pass Level rewards	可以领取战斗通行证超额奖励	0	1	BattlePass.json
Spend {0} Paid Lunacy to purchase Pass Levels?	要消耗 {0} 付费狂气来购买通行证等级吗？	0	1	BattlePass.json
※ Purchasing Battle Pass Levels costs 300 Paid Lunacy.	※购买通行证等级需要花费300付费狂气。	0	1	BattlePass.json
{0} Update	{0} 更新	0	1	BattlePass.json
+ [LIMBUS PASS] Activation	+ [边狱通行证] 赠品	0	1	BattlePass.json
Spend {0} Paid Lunacy to purchase this Package?	要消耗 {0} 付费狂气来购买这个组合包吗？	0	1	BattlePass.json
Select Pass/Package	选择通行证/组合包	0	1	BattlePass.json
※ Purchasing a Pass Level costs {0} Paid Lunacy.	※购买 1 通行证等级需要花费{0}付费狂气。	0	1	BattlePass.json
~ Until Season 4 Update	~ 到第4赛季开始前	0	1	BattlePass.json
{0} Owned	持有{0}	0	1	BattlePass.json
10% Discount	10%折扣	0	1	BattlePass.json
- Until Season 7 Update	- 到第7赛季开始前	0	1	BattlePass.json
Season 6: Zàng Huā Yín	第6赛季：葬花吟	0	1	BattlePass_Banner-a1c8.json
Clear any stage {0} time(s)	清剿{0}次任意关卡	0	1	BattlePass_Mission.json
Defeat {0} enemies	击败{0}个敌人	0	1	BattlePass_Mission.json
Suppress {0} Abnormalities	镇压{0}个异想体	0	1	BattlePass_Mission.json
Have {1} in battle {0} time(s)	派遣{1}进行{0}场战斗	0	1	BattlePass_Mission.json
Enter the Mirror Dungeon {0} time(s)	进入镜像迷宫{0}次	0	1	BattlePass_Mission.json
Clear Mirror Dungeons {0} time(s)	清剿镜像迷宫{0}次	0	1	BattlePass_Mission.json
Reach Battle Pass Level {0}	战斗通行证等级达到{0}	0	1	BattlePass_Mission.json
Use Ryōshū’s 4th Match Flame {0} time(s)	使用{0}次良秀的“第四根火柴之焰”E.G.O	0	1	BattlePass_Mission.json
Have Gregor as the Announcer {0} time(s)	让格里高尔进行{0}次播报	0	1	BattlePass_Mission.json
{0} daily log-ins	每日登录{0}次	0	1	BattlePass_Mission.json
{0} total daily log-ins	累计登录达到{0}天	0	1	BattlePass_Mission.json
Clear EXP Luxcavation {0} time(s)	清剿经验采光{0}次	0	1	BattlePass_Mission.json
Clear Thread Luxcavation {0} time(s)	清剿纺锤采光{0}次	0	1	BattlePass_Mission.json
Assemble {0} Enkephalin Module(s)	制作脑啡肽模块{0}次	0	1	BattlePass_Mission.json
Try prioritizing enemies with low HP first.	推荐优先击杀体力较低的敌方单位。	0	1	BattleResultHint-a1c9p3.json
Nursefathers are difficult enemies for the Sinners.	父辈是罪人难以应对的敌人。	0	1	BattleResultHint-a1c9p3.json
Reduce The Thumb Apprentice's HP to below half.	需要将拇指子辈的体力减少至一半以下。	0	1	BattleResultHint-a1c9p3.json
N Corp. Staff reinforcements occur only in N Corp.	后续人员补充只会在N公司发生。	0	1	BattleResultHint-exme.json
Atrophied (Low Morale)	畏缩(士气低落)	0	1	Bufs.json
Overwhelmed (Low Morale)	无措(士气低落)	0	1	Bufs.json
Kromer’s Whistles	克罗默的哨音	0	1	Bufs.json
Mirror of Mirrors - F2	镜中之镜 - 第二层	0	1	Bufs.json
Mirror of Mirrors - F3	镜中之镜 - 第三层	0	1	Bufs.json
Mirror of Mirrors - F4	镜中之镜 - 第四层	0	1	Bufs.json
Mirror of Mirrors - F5	镜中之镜 - 第五层	0	1	Bufs.json
Mirror of Mirrors Hard - F2	镜中之镜困难 - 第二层	0	1	Bufs.json
Mirror of Mirrors Hard - F3	镜中之镜困难 - 第三层	0	1	Bufs.json
Mirror of Mirrors Hard - F4	镜中之镜困难 - 第四层	0	1	Bufs.json
Mirror of Mirrors Hard - F5	镜中之镜困难 - 第五层	0	1	Bufs.json
