# en	cn	en_hits	cn_hits	source	id
<color=#ebcaa2>[{0}] loses %{2} [{1}]/%</color>	<color=#ebcaa2>[{0}] 减少%{2} [{1}]/%</color>	0	1	AbEventsResultLog_Refraction2.json	854101_success_1_1
[{0}] gains <color=#00ff9c>{2} {1}</color> next turn	下回合对[{0}]施加<color=#00ff9c>{2} {1}</color>	0	1	AbEventsResultLog_Refraction2.json	854401_success_1_2
<color=#ebcaa2>{0} is Staggered</color>	<color=#ebcaa2>[{0}]陷入混乱</color>	0	1	AbEventsResultLog_Refraction2.json	854501_success_1_1
<color=#ebcaa2>Fairy is Staggered!</color>	<color=#ebcaa2>精灵陷入混乱</color>	0	1	AbEventsResultLog_Refraction2.json	854901_success_1_1
All characters deal {0}% damage	所有角色造成的伤害{0}%	0	1	AbEventsResultLog_Refraction2.json	855601_1_1
All characters take {0}% damage	所有角色受到的伤害{0}%	0	1	AbEventsResultLog_Refraction2.json	855601_1_2
<color=#ebcaa2>{0}</color> loses %{2} {1}/%	<color=#ebcaa2>{0}</color> 减少 %{2} {1}/%	0	1	AbEventsResultLog_Refraction3.json	857701_abm_success_1_2
All allies gain {0} for the rest of the Encounter.	本场战斗中的全体友方单位获得{0}。	0	1	AbEventsResultLog_Refraction4.json	862901_1_4
Halve all allies' {0} Potency and Count	全体友方单位的{0}强度与层数减半	0	1	AbEventsResultLog_Refraction4.json	862903_success_1
<color=#ebcaa2>{0} gains {1} Shield</color>	<color=#ebcaa2>{0} 获得 {1} 护盾</color>	0	1	AbEventsResultLog_Refraction5.json	8630_SHIELD
<color=#ebcaa2>All allies fully heal HP and SP</color>	<color=#ebcaa2>全体友方单位恢复全部理智值与体力</color>	0	1	AbEventsResultLog_Refraction6.json	956801_1_1
All allies <color=#00ff9c>heal 30 HP</color>	全体友方单位<color=#00ff9c>恢复30点体力</color>	0	1	AbEventsResultLog_walpu4.json	836602_1_1
All allies <color=#80c9ff>heal 30 SP</color>	全体友方单位<color=#80c9ff>恢复30点理智值</color>	0	1	AbEventsResultLog_walpu4.json	836602_2_1
All allies <color=#00ff9c>heal 3 HP every turn</color>	全体友方单位<color=#00ff9c>每回合恢复3点体力</color>	0	1	AbEventsResultLog_walpu4.json	836602_3_1
All allies <color=#80c9ff>heal 3 SP every turn</color>	全体友方单位<color=#80c9ff>每回合恢复3点理智值</color>	0	1	AbEventsResultLog_walpu4.json	836602_3_2
Rusted Hilt - To wield a blade is to Slash with it	锈蚀的刀柄 判定 - 剑术乃斩击	0	1	AbEvents_Mirror4.json	97101301
Fractured Blade Choice - Draw of the Sword	破碎的刀刃 选项 - 拔剑	0	1	AbEvents_Mirror4.json	97101401
Broken Blade Choice - Let the sword hang to the side	损坏的刀刃 选项 - 垂剑	0	1	AbEvents_Mirror4.json	97101402
Red Tassel Choice - Small fries	红色流苏 选项 - 殃及池鱼	0	1	AbEvents_Mirror4.json	97101601
Old Dopo Cloak - What's right is right	陈旧的长袍 选项 - 是则是	0	1	AbEvents_Mirror4.json	97101702
Rusted Hilt - To wield a blade is to Slash with it	锈蚀的刀柄选项 - 剑术乃斩击	0	1	AbEvents_Ycgd.json	1050701
Fractured Blade Choice - Draw of the Sword	破碎的刀刃选项 - 拔剑	0	1	AbEvents_Ycgd.json	1050801
Broken Blade Choice - Let the sword hang to the side	损坏的刀刃选项 - 垂剑	0	1	AbEvents_Ycgd.json	1050802
Red Tassel Choice - Small fries	红色流苏选项 - 殃及池鱼	0	1	AbEvents_Ycgd.json	1050901
Old Dopo Cloak - What's right is right	陈旧的长袍选项 - 是则是	0	1	AbEvents_Ycgd.json	1051002
LCE Recovers The Ring's Artwork - Corporist Piece	回收环指作品的LCE组员们 - 人体派作品	0	1	AbEvents_twth.json	97110401
LCE Recovers The Ring's Artwork - Fauvist Piece	回收环指作品的LCE组员们 - 野兽派作品	0	1	AbEvents_twth.json	97110402
Peccatulum Luxuriae??	色欲罪种??	0	1	AbnormalityGuides-a1c7p3.json	8373
Peccatulum Superbiae??	傲慢罪种??	0	1	AbnormalityGuides-a1c7p3.json	8374
막힌길_뚫기	막힌길_뚫기	0	1	ActionEvents-a1c8p2.json	10801
부적_떼기_북	부적_떼기_북	0	1	ActionEvents-a1c8p2.json	1080201
부적_떼기_중앙	부적_떼기_중앙	0	1	ActionEvents-a1c8p2.json	1080202
부적_떼기_서	부적_떼기_서	0	1	ActionEvents-a1c8p2.json	1080203
부적_떼기_끝	부적_떼기_끝	0	1	ActionEvents-a1c8p2.json	1080204
붉은_출입증_획득_전투	붉은_출입증_획득_전투	0	1	ActionEvents-a1c8p2.json	10803
죄수_꽃뜯기	죄수_꽃뜯기	0	1	ActionEvents-a1c8p2.json	10804
환_도박_코인_성공	환_도박_코인_성공	0	1	ActionEvents-a1c8p2.json	1080501
환_도박_코인_실패	환_도박_코인_실패	0	1	ActionEvents-a1c8p2.json	1080502
죄인_고문	죄인_고문	0	1	ActionEvents-a1c8p2.json	10807
항아리_보기_뽀개기	항아리_보기_뽀개기	0	1	ActionEvents-a1c8p2.json	10808
타임어택_인형_전투	타임어택_인형_전투	0	1	ActionEvents-a1c8p2.json	10809
공포_견디기_내기	공포_견디기_내기	0	1	ActionEvents-a1c8p2.json	10810
붉은_출입증_사용	붉은_출입증_사용	0	1	ActionEvents-a1c8p2.json	10811
가문_기물_획득	가문_기물_획득	0	1	ActionEvents-a1c8p2.json	10812
막바지_보너스_내기_패배	막바지_보너스_내기_패배	0	1	ActionEvents-a1c8p2.json	1081302
Mayors, the Yearning Flotsam's first Choice Event	梅厄斯，羡望漂流 首个选项事件	0	1	ActionEvents-pilgrimage.json	129701
Mayors, the Yearning Flotsam's second Choice Event	梅厄斯，羡望漂流 第二个选项事件	0	1	ActionEvents-pilgrimage.json	129702
Iberians and the Ægirian - #2	伊比利亚人与阿戈尔人 #2	0	1	ActionEvents-pilgrimage.json	97107401
A Story of Lighthouse Keepers and The Profound Silence - #2	灯塔看守人与大静谧的故事 #2	0	1	ActionEvents-pilgrimage.json	97107601
An Inquisitor Locked in a Fight Against Sea Terrors	与海嗣激战正酣的审判官	0	1	ActionEvents-pilgrimage.json	971078
Education & Machine Console	培训与机械装置	0	1	ActionEvents-walpu4.json	971032
One Sin SP Healing E.G.O Gift Giveaway	一罪百善理智值恢复E.G.O饰品获取	0	1	ActionEvents-walpu4.json	971034
Heal HP, SP, or gain Cost	恢复体力、恢复理智值或获得经费	0	1	ActionEvents-walpu4.json	971035
Miracle in District 20 Hard Event 1	20区的奇迹困难事件1	0	1	ActionEvents-walpu4.json	971036
Miracle in District 20 Hard Event 2	20区的奇迹困难事件2	0	1	ActionEvents-walpu4.json	971037
The Knight of Despair Containment Unit	绝望骑士 收容单元	0	1	ActionEvents-walpu6.json	971060
The Queen of Hatred Containment Unit	憎恶皇后 收容单元	0	1	ActionEvents-walpu6.json	971061
Alriune Choice Event (#1)	爱娜温 选项(#1)	0	1	ActionEvents-walpu8.json	971093
Alriune Choice Event (#2)	爱娜温 选项(#2)	0	1	ActionEvents-walpu8.json	971094
Alriune Choice Event (#3)	爱娜温 选项(#3)	0	1	ActionEvents-walpu8.json	971095
An Encounter with the Unbearable	与无法忍受的存在相遇	0	1	ActionEvents.json	101003
Are You Happy? 2	你感到幸福吗？2	0	1	ActionEvents.json	10200301
A Room Full of Crates	装满箱子的房间	0	1	ActionEvents.json	10304
[Hel. P. Me. He. Lp.]	[救。救。我。救。救。]	0	1	ActionEvents.json	10307
아즈텍원판 선택지1	阿兹特克历法石选项1	0	1	ActionEvents.json	800201
아즈텍원판 선택지3	阿兹特克历法石选项3	0	1	ActionEvents.json	800203
아즈텍원판 선택지5	阿兹特克历法石选项5	0	1	ActionEvents.json	800205
강화인간 선택지1	改造人选项1	0	1	ActionEvents.json	801201
강화인간 선택지2-그렇다	改造人选项2-是	0	1	ActionEvents.json	801203
강화인간 선택지2-아니다	改造人选项2-不是	0	1	ActionEvents.json	801204
분홍신 선택지1	粉红鞋选项1	0	1	ActionEvents.json	801501
Vending Machine and Oceanic Waves	传来潮声的自动贩卖机	0	1	ActionEvents.json	201001
강화앰플교환삽입소	强化安瓿交换注射所	0	1	ActionEvents.json	201003
Hell's Chicken Dungeon Renewal - Starting Point Choice	地狱鸡迷宫更新 - 起点选项	0	1	ActionEvents.json	910303
T Corp. Time Prepayment Apparatus	T公司 时间预付机	0	1	ActionEvents_Mirror7.json	971086
Audio Logs of That Day	那一日的语音记录	0	1	ActionEvents_Mirror7.json	971087
Recurring Faith and Promise 2	循环的信念与承诺2	0	1	ActionEvents_Mirror7.json	97108801
Recurring Faith and Promise 3	循环的信念与承诺3	0	1	ActionEvents_Mirror7.json	97108802
'Yield My Flesh to Claim Their Bones' Renewal Hard Fusion	肉斩骨断迷宫更新 困难合成	0	1	ActionEvents_Ycgd.json	911501
Story Dungeon Starting Choice Event	剧情迷宫起始选项事件	0	1	ActionEvents_exme.json	10901
Hardblood weapon found while resting	休息时发现的硬血武器	0	1	ActionEvents_mowe-re.json	971080
Timekilling Time Dungeon Renewal Starting Point	时间杀人时间迷宫 更新起点	0	1	ActionEvents_tkt.json	910901
Timekilling Time Dungeon Renewal Fusion	时间杀人时间迷宫 更新合成	0	1	ActionEvents_tkt.json	910902
Every skill consists of at least 1 Coin.	每个技能都至少包含1枚硬币。	0	1	BattleHint.json	2
Sinners with low Sanity will be corroded by E.G.O.	理智值到达下限的罪人会被E.G.O侵蚀。	0	1	BattleHint.json	6
Speed determines the formation of units in combat.	速度值决定了敌我双方的角色在战斗中的站位。	0	1	BattleHint.json	13
Cancelling E.G.O before using it will return its resources.	在E.G.O使用之前将其取消会返还其消耗的E.G.O资源。	0	1	BattleHint.json	17
Every Identity has a Combat Passive and a Support Passive.	所有人格都拥有一个战斗被动技能和一个支援被动技能。	0	1	BattleHint.json	23
Identities participating in combat use Combat Passives.	参与战斗的人格可以使用战斗被动技能。	0	1	BattleHint.json	24
E.G.O skills are placed at the bottom of a Sinner’s column.	E.G.O技能将会固定生成在仪表盘最下方的行动槽。	0	1	BattleHint.json	33
Clashes occur when two Attack Skills target each other.	使用攻击技能对峙时，将会进行拼点。	0	1	BattleHint.json	34
- Until Season 8 Update	- 到第8赛季开始前	0	1	BattlePass-a1c9.json	until_season_7_start
Paid {0} Free {1}	付费{0} 免费{1}	0	1	BattlePass.json	battlepass_freeandpaid
Level up the Pass using [Paid Lunacy]?	要消耗[付费狂气]来提升通行证等级吗？	0	1	BattlePass.json	battlepass_level_up_ask
<color=#f8c200>Max Pass Level</color> reached.	已达到<color=#f8c200>最高等级</color>。	0	1	BattlePass.json	battlepass_level_max
{0}m left	剩余{0}分	0	1	BattlePass.json	remain_minutes_with_label
Eligible for Max Pass Level rewards	可以领取战斗通行证超额奖励	0	1	BattlePass.json	able_to_acquire_ex_pass_level_reward
Spend {0} Paid Lunacy to purchase Pass Levels?	要消耗 {0} 付费狂气来购买通行证等级吗？	0	1	BattlePass.json	ask_to_use_paid_lunacy_to_level_up_pass
※ Purchasing Battle Pass Levels costs 300 Paid Lunacy.	※购买通行证等级需要花费300付费狂气。	0	1	BattlePass.json	only_paid_lunacy_for_battlepass_levelup
{0} Update	{0} 更新	0	1	BattlePass.json	battlepass_reward_opened_at
+ [LIMBUS PASS] Activation	+ [边狱通行证] 赠品	0	1	BattlePass.json	battlepass_package_desc_banner
Spend {0} Paid Lunacy to purchase this Package?	要消耗 {0} 付费狂气来购买这个组合包吗？	0	1	BattlePass.json	battlepass_package_ask_purchase
Select Pass/Package	选择通行证/组合包	0	1	BattlePass.json	battlepass_select_product_popup_title
※ Purchasing a Pass Level costs {0} Paid Lunacy.	※购买 1 通行证等级需要花费{0}付费狂气。	0	1	BattlePass.json	only_paid_lunacy_for_battlepass_levelup_with_number
~ Until Season 4 Update	~ 到第4赛季开始前	0	1	BattlePass.json	until_season_4_start
{0} Owned	持有{0}	0	1	BattlePass.json	owned_count
10% Discount	10%折扣	0	1	BattlePass.json	battle_pass_sale_10
- Until Season 7 Update	- 到第7赛季开始前	0	1	BattlePass.json	until_season_6_start
Season 6: Zàng Huā Yín	第6赛季：葬花吟	0	1	BattlePass_Banner-a1c8.json	battlepass_season_6
Clear any stage {0} time(s)	清剿{0}次任意关卡	0	1	BattlePass_Mission.json	CLEAR_STAGE
Defeat {0} enemies	击败{0}个敌人	0	1	BattlePass_Mission.json	KILL_ENEMY_ANY
Suppress {0} Abnormalities	镇压{0}个异想体	0	1	BattlePass_Mission.json	KILL_ENEMY_ABNORMALITY
Have {1} in battle {0} time(s)	派遣{1}进行{0}场战斗	0	1	BattlePass_Mission.json	SOMEONE_PARTICIPATED_IN_BATTLE
Enter the Mirror Dungeon {0} time(s)	进入镜像迷宫{0}次	0	1	BattlePass_Mission.json	MIRROR_DUNGEON_TRY
Clear Mirror Dungeons {0} time(s)	清剿镜像迷宫{0}次	0	1	BattlePass_Mission.json	MIRROR_DUNGEON_CLEAR
Reach Battle Pass Level {0}	战斗通行证等级达到{0}	0	1	BattlePass_Mission.json	BATTLEPASS_LEVELUP
Use Ryōshū’s 4th Match Flame {0} time(s)	使用{0}次良秀的“第四根火柴之焰”E.G.O	0	1	BattlePass_Mission.json	USE_EGO_20402
Have Gregor as the Announcer {0} time(s)	让格里高尔进行{0}次播报	0	1	BattlePass_Mission.json	USE_ANNOUNCER_2
{0} daily log-ins	每日登录{0}次	0	1	BattlePass_Mission.json	LOGIN_ONCE
{0} total daily log-ins	累计登录达到{0}天	0	1	BattlePass_Mission.json	LOGIN_MULTIPLE
Clear EXP Luxcavation {0} time(s)	清剿经验采光{0}次	0	1	BattlePass_Mission.json	EXPDUNGEON_CLEAR
Clear Thread Luxcavation {0} time(s)	清剿纺锤采光{0}次	0	1	BattlePass_Mission.json	THREADDENGEON_CLEAR
Assemble {0} Enkephalin Module(s)	制作脑啡肽模块{0}次	0	1	BattlePass_Mission.json	PURCHASE_ENKEPHALIN_MODULE
(더미)	(더미)	0	1	BattleResultHint-a1c9p3.json	battleTip_none
Try prioritizing enemies with low HP first.	推荐优先击杀体力较低的敌方单位。	0	1	BattleResultHint-a1c9p3.json	battleTip_10943_2
Nursefathers are difficult enemies for the Sinners.	父辈是罪人难以应对的敌人。	0	1	BattleResultHint-a1c9p3.json	battleTip_10938_1
Reduce The Thumb Apprentice's HP to below half.	需要将拇指子辈的体力减少至一半以下。	0	1	BattleResultHint-a1c9p3.json	battleTip_10942_phase1_2
N Corp. Staff reinforcements occur only in N Corp.	后续人员补充只会在N公司发生。	0	1	BattleResultHint-exme.json	battleTip_912710_3
Atrophied (Low Morale)	畏缩(士气低落)	0	1	Bufs.json	Daunted_LowMorale
Overwhelmed (Low Morale)	无措(士气低落)	0	1	Bufs.json	Overwhelm_LowMorale
Kromer’s Whistles	克罗默的哨音	0	1	Bufs.json	ReinforcedAssemble
Mirror of Mirrors - F2	镜中之镜 - 第二层	0	1	Bufs.json	S2Mirror2ndFloor
Mirror of Mirrors - F3	镜中之镜 - 第三层	0	1	Bufs.json	S2Mirror3rdFloor
Mirror of Mirrors - F4	镜中之镜 - 第四层	0	1	Bufs.json	S2Mirror4thFloor
Mirror of Mirrors - F5	镜中之镜 - 第五层	0	1	Bufs.json	S2Mirror5thFloor
Mirror of Mirrors Hard - F2	镜中之镜困难 - 第二层	0	1	Bufs.json	S2Mirror2ndFloor_Hard
Mirror of Mirrors Hard - F3	镜中之镜困难 - 第三层	0	1	Bufs.json	S2Mirror3rdFloor_Hard
Mirror of Mirrors Hard - F4	镜中之镜困难 - 第四层	0	1	Bufs.json	S2Mirror4thFloor_Hard
Mirror of Mirrors Hard - F5	镜中之镜困难 - 第五层	0	1	Bufs.json	S2Mirror5thFloor_Hard
Mirror of Mirrors Hard - F1	镜中之镜困难 - 第一层	0	1	Bufs.json	S2Mirror1stFloor_Hard
Select Sapling of Light Ability	选择光之树苗能力	0	1	DanteAbilityUIText.json	danteAbility_UIPopup_Title
Select the ability to use.	选择要使用的能力。	0	1	DanteAbilityUIText.json	tutorial_battle_danteAbility_02_desc_01
Cannot use this Sapling of Light ability.	无法使用此光之树苗能力。	0	1	DanteAbilityUIText.json	IsUnavailableDanteAbility_TitleText
Already used this Sapling of Light ability today.	今天已经使用过该光之树苗能力。	0	1	DanteAbilityUIText.json	IsUnavailableDanteAbility_DescText_IsActivatedAbility
No remaining activations for today.	今天的使用次数已用尽。	0	1	DanteAbilityUIText.json	IsUnavailableDanteAbility_DescText_RemainingCountIsZero
{0}: Select Sinner	{0}：选择罪人	0	1	DanteAbilityUIText_a1c9p3.json	danteAbility_Personality_Selection_UIPopup_Title
Will you apply {0} on <color=#f8c200>[{1}]</color>?	要对<color=#f8c200>[{1}]</color>使用{0}吗？	0	1	DanteAbilityUIText_a1c9p3.json	danteAbility_Personality_Selection_UIPopup_Confirm_Desc
Gate #1	第一关口	0	1	DungeonArea1-3.json	dungeon_1_3_0104
Gate #2	第二关口	0	1	DungeonArea1-3.json	dungeon_1_3_0204
Meditator’s Pulpit	冥想讲坛	0	1	DungeonArea1-3.json	dungeon_1_3_0207
Gate #3	第三关口	0	1	DungeonArea1-3.json	dungeon_1_3_0215
League of Nine Littérateurs Lab - Spring	春天的九人会实验室	0	1	DungeonArea1-4.json	dungeon_1_4_0101
League of Nine Littérateurs Lab - Autumn	秋天的九人会实验室	0	1	DungeonArea1-4.json	dungeon_1_4_0201
League of Nine Littérateurs Lab - Summer	夏天的九人会实验室	0	1	DungeonArea1-4.json	dungeon_1_4_0202
League of Nine Littérateurs Lab - Winter	冬天的九人会实验室	0	1	DungeonArea1-4.json	dungeon_1_4_0301
Snake Slough++	蛇蜕++	0	1	EGOgift_MirrorDungeon-EventTheme_2.json	29751
False Halo++	虚假的光相++	0	1	EGOgift_MirrorDungeon-EventTheme_2.json	29752
Metronome++	节拍器++	0	1	EGOgift_MirrorDungeon-EventTheme_2.json	29753
Contempt of the Gaze of Contempt++	轻蔑的视线的轻蔑++	0	1	EGOgift_MirrorDungeon-EventTheme_2.json	29755
Unhatched Embers++	未孵化的火种++	0	1	EGOgift_MirrorDungeon-EventTheme_2.json	29756
Anti-Ovine Grounding Plug+	对羊接地插头+	0	1	EGOgift_MirrorDungeon-EventTheme_2.json	19757
Enh. Tattoos - The Middle	强化纹身-中指	0	1	EGOgift_MirrorDungeon-EventTheme_2.json	9786
Town-protecting Harpoon++	守镇鱼叉++	0	1	EGOgift_MirrorDungeon-StoryTheme_2.json	29427
Broken Violin++	损坏的小提琴++	0	1	EGOgift_MirrorDungeon-StoryTheme_2.json	29431
Butler Style Binding Arts++	管家式束缚法++	0	1	EGOgift_MirrorDungeon-StoryTheme_2.json	29435
Mask of the Parade+	游行的面具+	0	1	EGOgift_MirrorDungeon-StoryTheme_2.json	19440
W Corp. Standard Issue Cap	W公司制式帽子	0	1	EGOgift_MirrorDungeon-mowe-re.json	9840
Cleanup Agent Gear Set C	C型清扫人员装备套组	0	1	EGOgift_MirrorDungeon-mowe-re.json	9841
Bloody Flesh, Fleshy Blood	由血而成之肉，由肉而成之血	0	1	EGOgift_MirrorDungeon-mowe-re.json	9842
Discarded Dimensional Gauntlet++	被遗落的次元护手++	0	1	EGOgift_MirrorDungeon-mowe-re.json	29818
Blue Starshard++	蓝星碎片++	0	1	EGOgift_MirrorDungeon-mowe-re.json	29817
Hellterfly’s Dream++	地狱蝶之梦++	0	1	EGOgift_MirrorDungeon.json	29001
Ashes to Ashes++	尘归尘++	0	1	EGOgift_MirrorDungeon.json	29003
Wound Clerid++	拟伤虫++	0	1	EGOgift_MirrorDungeon.json	29005
Fiery Down++	炽热的羽毛++	0	1	EGOgift_MirrorDungeon.json	29009
Bloody Gadget++	鲜血装饰++	0	1	EGOgift_MirrorDungeon.json	29010
Talisman Bundle++	成捆的符咒++	0	1	EGOgift_MirrorDungeon.json	29013
Blood, Sweat, and Tears++	膏血++	0	1	EGOgift_MirrorDungeon.json	29015
Green Spirit++	绿光果实++	0	1	EGOgift_MirrorDungeon.json	29016
Crown of Roses++	玫瑰王冠++	0	1	EGOgift_MirrorDungeon.json	29018
White Gossypium++	白棉花++	0	1	EGOgift_MirrorDungeon.json	29020
Thunderbranch++	雷击木++	0	1	EGOgift_MirrorDungeon.json	29023
Lowest Star++	谷底之星++	0	1	EGOgift_MirrorDungeon.json	29027
Nixie Divergence++	辉光变动仪++	0	1	EGOgift_MirrorDungeon.json	29031
Voodoo Doll++	巫毒娃娃++	0	1	EGOgift_MirrorDungeon.json	29035
Carmilla++	卡蜜拉++	0	1	EGOgift_MirrorDungeon.json	29036
Red Order++	赤色指令++	0	1	EGOgift_MirrorDungeon.json	29041
Smokes and Wires++	烟霾与铁丝网++	0	1	EGOgift_MirrorDungeon.json	29042
Employee Card++	员工证++	0	1	EGOgift_MirrorDungeon.json	29043
Oscillating Bracelet++	震荡手环++	0	1	EGOgift_MirrorDungeon.json	29044
Glimpse of Flames++	炎鳞++	0	1	EGOgift_MirrorDungeon.json	29045
Barbed Lasso++	荆棘套索++	0	1	EGOgift_MirrorDungeon.json	29047
Rusted Cutting Knife++	锈蚀的美工刀++	0	1	EGOgift_MirrorDungeon.json	29048
Thorny Path++	荆棘之路++	0	1	EGOgift_MirrorDungeon.json	29049
Red-stained Gossypium++	红染棉花++	0	1	EGOgift_MirrorDungeon.json	29050
Stone Tomb++	石冢++	0	1	EGOgift_MirrorDungeon.json	29051
Portable Battery Socket++	便携式电源插座++	0	1	EGOgift_MirrorDungeon.json	29052
